"","x"
"228","LPAR3"
"229","MYCNOS"
"230","RNU6-739P"
"231","AQP1"
"232","HIST1H3D"
"233","OR5M1"
"234","MMP16"
"235","RNU7-148P"
"236","DKK3"
"237","CASKIN2"
"238","OR2H5P"
"239","RN7SL294P"
"240","RPS23"
"241","MPIG6B"
"242","RHOQP2"
"243","NTN5"
"244","RF00157"
"245","GGTA2P"
"246","MCRIP2"
"247","TRPC4AP"
"248","AC002306.1"
"249","ATXN7"
"250","RNU2-18P"
"251","SPATA31A6"
"252","AC018653.3"
"253","NPW"
"254","AL096678.1"
"255","XPO4"
"256","AC092069.1"
"257","OR5AU1"
"258","AL591644.1"
"259","RPL31P1"
"260","AC117457.1"
"261","RNU5E-5P"
"262","LINC01082"
"263","AC006946.1"
"264","CLEC11A"
"265","RNA5SP297"
"266","TAAR9"
"267","DOCK4-AS1"
"268","AC087386.2"
"269","OR7G2"
"270","AC125257.2"
"271","UBE2D3P4"
"272","RNU105B"
"273","AC138028.5"
"274","F7"
"275","NDUFB4P12"
"276","AL139384.1"
"277","TPTE2P5"
"278","ZACNP1"
"279","RPS24P8"
"280","ZNF816-ZNF321P"
"281","HCG25"
"282","AL159169.1"
"283","AC013701.1"
"284","C7orf57"
"285","AP001269.2"
"286","RN7SL405P"
"287","Z75741.1"
"288","AC007450.1"
"289","AL022318.1"
"290","ARHGAP22-IT1"
"291","MIR6792"
"292","AL353719.1"
"293","ATP1B4"
"294","CD1C"
"295","AL136221.1"
"296","SNCG"
"297","AP001439.1"
"298","RNU6-109P"
"299","AL392023.1"
"300","RNA5SP185"
"301","HIST2H3PS2"
"302","RNU6-1237P"
"303","SNORA25"
"304","TEX33"
"305","RNU6-1219P"
"306","PDYN"
"307","LINC02302"
"308","RBM28"
"309","CTRC"
"310","BRD9"
"311","OR7E25P"
"312","ADGRG1"
"313","RUFY4"
"314","Z92544.2"
"315","CDH11"
"316","ANKRD34C-AS1"
"317","SCN4B"
"318","AL121908.1"
"319","EBAG9P1"
"320","Z97205.2"
"321","AP001180.4"
"322","CDCA4P3"
"323","GLRXP3"
"324","AC079163.1"
"325","HSPE1P4"
"326","MRPL50P1"
"327","AC114786.2"
"328","AC089984.1"
"329","RNA5SP448"
"330","AC114728.1"
"331","ARFGEF2"
"332","AP006621.1"
"333","RNU4ATAC10P"
"334","MYCT1"
"335","NPHP3"
"336","AC092332.1"
"337","AL590824.1"
"338","KRT18P26"
"339","VTCN1"
"340","MESP1"
"341","RNU6-1213P"
"342","ANP32BP3"
"343","AC096743.1"
"344","ADAM5"
"345","GSTZ1"
"346","PAXIP1"
"347","SLC38A4"
"348","RNA5SP210"
"349","AP005242.3"
"350","LINC01342"
"351","AGT"
"352","AC008555.3"
"353","AL354950.1"
"354","LINC00644"
"355","SPIDR"
"356","ZNF165"
"357","AC073063.1"
"358","SLC25A15P4"
"359","EVX2"
"360","AC023632.1"
"361","RN7SL748P"
"362","RN7SL259P"
"363","LUARIS"
"364","FAM181B"
"365","AL049836.2"
"366","AC093899.1"
"367","AC116025.2"
"368","TMX1"
"369","SLC35D2"
"370","RNU4-15P"
"371","AC008758.2"
"372","AC009097.4"
"373","AL512593.1"
"374","RBM19"
"375","AC130289.1"
"376","AL592494.1"
"377","AC011497.2"
"378","AC020910.6"
"379","AC018693.2"
"380","AMER3"
"381","NACC2"
"382","TMEM8A"
"383","GIMD1"
"384","AL109766.1"
"385","AC022173.1"
"386","AC097376.2"
"387","CROCCP4"
"388","CNTN6"
"389","CEP85"
"390","ZNF280A"
"391","PRRC1"
"392","AL357033.3"
"393","AP000640.1"
"394","U62631.1"
"395","AC008115.4"
"396","RN7SL50P"
"397","MYLK3"
"398","AC092435.2"
"399","RNU6-564P"
"400","RNU6-1324P"
"401","AC005625.1"
"402","SIGIRR"
"403","AL138889.2"
"404","RPL23P2"
"405","PEBP1P2"
"406","SAMM50P1"
"407","SLC29A4"
"408","LINC02137"
"409","AC010536.2"
"410","ZNF619"
"411","MARCH7"
"412","GOLGB1"
"413","IGLV8OR8-1"
"414","PPP1R16A"
"415","HBS1L"
"416","MIR6503"
"417","RNU6-1020P"
"418","TSPY9P"
"419","MTND2P31"
"420","STK10"
"421","TTC29"
"422","DDX18P4"
"423","AC016911.1"
"424","AC139749.1"
"425","AC026688.2"
"426","AP001803.1"
"427","AC007389.5"
"428","PCDHB19P"
"429","SEPT7P9"
"430","XKRYP4"
"431","MCUR1P2"
"432","SAP18"
"433","FAM25E"
"434","AC021078.1"
"435","AL713922.2"
"436","AC079031.2"
"437","OXT"
"438","SLC26A7"
"439","SNORD25"
"440","AC092118.1"
"441","NPC1"
"442","PCDHB18P"
"443","NPM1P22"
"444","AC090578.2"
"445","AC107027.2"
"446","HDAC8"
"447","AL391069.1"
"448","RNA5SP425"
"449","AP006748.1"
"450","OR9K2"
"451","ADAMTS4"
"452","AL359513.1"
"453","AC007496.1"
"454","TTC13"
"455","DBIP1"
"456","AL512360.1"
"457","CHIAP1"
"458","UBLCP1"
"459","RNU6-927P"
"460","BX322784.1"
"461","SPDYE7P"
"462","RECQL5"
"463","AC092896.1"
"464","RNU6-1160P"
"465","BEND5"
"466","AC008628.1"
"467","AL157687.1"
"468","AC112204.1"
"469","BCKDK"
"470","AC010163.2"
"471","AC084291.1"
"472","MPI"
"473","GRAMD4P3"
"474","OR2M5"
"475","TMEM235"
"476","LINC02122"
"477","AC090739.1"
"478","AC097103.2"
"479","PDE6C"
"480","NDUFS7"
"481","TINF2"
"482","MATN3"
"483","LINC01964"
"484","CEP112"
"485","AC005237.2"
"486","SLC6A1-AS1"
"487","CDC42EP1"
"488","FAM90A21P"
"489","FUT10"
"490","SNORD18A"
"491","AC093249.6"
"492","LRRC49"
"493","MEMO1P1"
"494","NXPE2"
"495","HAUS7"
"496","CSRNP3"
"497","VSIG1"
"498","AKAP17BP"
"499","RPL27AP"
"500","ARHGAP19"
"501","ROMO1"
"502","RNU6-333P"
"503","OR4A5"
"504","SFT2D1"
"505","PZP"
"506","RNU6-116P"
"507","RNA5SP156"
"508","UBXN6"
"509","RPL21P54"
"510","AC012048.1"
"511","AC068286.1"
"512","RPL23AP76"
"513","SCD5"
"514","KCNT2"
"515","ZNF519P1"
"516","AL110292.1"
"517","AC004852.3"
"518","SIRPB1"
"519","AC079313.2"
"520","BDH1"
"521","AC023813.1"
"522","CHST15"
"523","AP002856.2"
"524","AL513314.1"
"525","ZNF619P1"
"526","RNU6-241P"
"527","TRBJ2-2P"
"528","RNU6-1326P"
"529","AL136038.1"
"530","TBCAP1"
"531","TBX10"
"532","RNU7-23P"
"533","MYCLP2"
"534","NFATC4"
"535","RBMX2P1"
"536","IGSF11"
"537","VDAC1"
"538","LINC02483"
"539","LRRC37A"
"540","MPHOSPH9"
"541","OR4F1P"
"542","MAGEB3"
"543","AC124283.2"
"544","LINC01952"
"545","LINC02514"
"546","AC005697.1"
"547","AL365223.1"
"548","HASPIN"
"549","CRB1"
"550","PPT2-EGFL8"
"551","APCDD1"
"552","SNORD115-40"
"553","PPP1R2B"
"554","RAMP3"
"555","AL162742.1"
"556","AC140725.2"
"557","AC022196.1"
"558","AC133965.1"
"559","AC243312.1"
"560","MTLN"
"561","RNU6-804P"
"562","AC004986.1"
"563","AC008453.1"
"564","CES5AP1"
"565","HERC2P3"
"566","AL049648.1"
"567","RNU7-156P"
"568","AC073257.2"
"569","AGAP13P"
"570","HEATR3"
"571","AL590139.1"
"572","BRDTP1"
"573","SECISBP2L"
"574","DSG1"
"575","LINC01635"
"576","UBTFL2"
"577","DEXI"
"578","AMOTL2"
"579","RNU6-74P"
"580","ACSF3"
"581","HIST1H4A"
"582","LIN7C"
"583","GRAMD4P4"
"584","AL035404.2"
"585","CREB5"
"586","EIF2S3B"
"587","RNU6-484P"
"588","AC126755.3"
"589","MTND4LP25"
"590","OR2AI1P"
"591","RTL8C"
"592","NAF1"
"593","ENO2"
"594","AL158801.3"
"595","AL133387.3"
"596","NUP58P1"
"597","AC007405.2"
"598","MIRLET7E"
"599","AC008464.1"
"600","DLGAP1-AS5"
"601","RPL35P5"
"602","PRY2"
"603","LINC01875"
"604","FAM224B"
"605","CDC16"
"606","AL365204.1"
"607","AC025569.1"
"608","SLC9C1"
"609","AC013470.2"
"610","POLI"
"611","AC026120.1"
"612","LINC01075"
"613","RNU5B-3P"
"614","HAR1A"
"615","TMSB10P2"
"616","CERS3-AS1"
"617","KCNIP1"
"618","MIR6871"
"619","MIR4774"
"620","AC234778.1"
"621","TMPPE"
"622","CRMP1"
"623","KATNBL1P3"
"624","OSGIN2"
"625","AC018767.3"
"626","RN7SL117P"
"627","AC011891.2"
"628","IKBKE"
"629","TRAJ24"
"630","HPS5"
"631","GGTLC4P"
"632","NAMA"
"633","SERF1AP1"
"634","RNU4ATAC17P"
"635","FRK"
"636","AC106785.1"
"637","NUDT19P4"
"638","LINC01874"
"639","MIR23C"
"640","AC005480.2"
"641","AC016586.1"
"642","FABP12"
"643","AL356488.1"
"644","MTCO1P9"
"645","ZNF318"
"646","AC013460.1"
"647","AC087360.1"
"648","APC2"
"649","AC053513.1"
"650","AC233702.3"
"651","AL109620.1"
"652","AC013442.1"
"653","BZW2"
"654","AC009119.1"
"655","DUX4L18"
"656","NPM1P10"
"657","MIR125A"
"658","AC078974.1"
"659","SLC51B"
"660","RNU6-878P"
"661","AL391834.1"
"662","IATPR"
"663","ZC3H12D"
"664","DUSP27"
"665","MX1"
"666","SERPINA9"
"667","RPL34P19"
"668","LINC02041"
"669","AC087318.1"
"670","AC079171.1"
"671","PAPPA2"
"672","AC079238.1"
"673","AL139161.2"
"674","NEK2P4"
"675","MIR548AA1"
"676","AHCTF1"
"677","AF127936.2"
"678","AL591846.2"
"679","TSSC2"
"680","TRIM6"
"681","ACTN4P2"
"682","IFT22"
"683","AL591643.1"
"684","RAD23BP3"
"685","TTF1"
"686","LINC01411"
"687","NAPSA"
"688","MCL1"
"689","NPM1P45"
"690","AC006504.3"
"691","HSPB6"
"692","AL139280.1"
"693","BPHL"
"694","TBX21"
"695","TFAP2C"
"696","TNRC6A"
"697","AC009487.2"
"698","RN7SKP36"
"699","AC098934.2"
"700","RN7SL11P"
"701","ATP10B"
"702","AC073052.1"
"703","OR5H8"
"704","TAS2R14"
"705","BIRC6-AS2"
"706","PFN1P10"
"707","AC006484.1"
"708","TPT1"
"709","WDR83"
"710","LINC00638"
"711","IGBP1-AS2"
"712","AL513497.1"
"713","USP50"
"714","ZNF48"
"715","AL139095.3"
"716","LINC01250"
"717","CRLF3"
"718","MIR3613"
"719","MAN2B2"
"720","SNX20"
"721","OR2A1"
"722","CAPN5"
"723","CCND2"
"724","DPY19L1"
"725","LIMD1"
"726","HOOK2"
"727","LHX3"
"728","AC006362.1"
"729","FAM86FP"
"730","AC012065.5"
"731","DCAF6"
"732","SLC25A1P4"
"733","SNRNP48"
"734","RPL29P33"
"735","GK2"
"736","AC211485.1"
"737","ADTRP"
"738","AC011450.1"
"739","AC139530.2"
"740","PHKA1-AS1"
"741","AC112206.1"
"742","OR12D1"
"743","LONRF1"
"744","AC018413.1"
"745","MICOS10P3"
"746","NOC4L"
"747","ARL14EPL"
"748","CRYBG3"
"749","SKA2"
"750","AC090617.3"
"751","AL132640.3"
"752","AC016683.1"
"753","AC110741.3"
"754","BMP4"
"755","AC109326.1"
"756","SLC9B1P1"
"757","AC090376.1"
"758","HLA-DQB1"
"759","ATP6AP2"
"760","HLA-DMB"
"761","NEUROG1"
"762","TSPY19P"
"763","CSPG4P12"
"764","SLX4IP"
"765","PKD1L1"
"766","AC011369.2"
"767","AC010754.1"
"768","RNU6-1080P"
"769","AC068875.1"
"770","OR13A1"
"771","HIST2H2AC"
"772","DCLRE1A"
"773","SLC7A11-AS1"
"774","SLC16A1P1"
"775","LINC01939"
"776","GADD45B"
"777","SPECC1L"
"778","RNA5SP242"
"779","AC009065.2"
"780","RDM1P4"
"781","PRRC2C"
"782","AC020704.1"
"783","AC073325.1"
"784","AL157931.1"
"785","LYZL6"
"786","RNU6-1333P"
"787","ARHGDIB"
"788","ADAMTS19"
"789","AC113189.4"
"790","AC097467.1"
"791","MFHAS1"
"792","LINC01165"
"793","GPAT3"
"794","AC103810.1"
"795","SYT2"
"796","AC096536.1"
"797","HNRNPA3P1"
"798","FAM151A"
"799","RPL21P106"
"800","TRAV18"
"801","AL355863.1"
"802","TOB2P1"
"803","AP003392.4"
"804","AC018755.3"
"805","RANBP6"
"806","AP000654.1"
"807","COX6CP11"
"808","MTIF2P1"
"809","RNU7-172P"
"810","NBPF1"
"811","AL359682.1"
"812","AC106870.1"
"813","VEGFC"
"814","RN7SL72P"
"815","Z98949.3"
"816","CFAP77"
"817","RF02246"
"818","OSBPL3"
"819","AL157834.3"
"820","MFSD4A"
"821","FP236240.3"
"822","RNU6-1060P"
"823","AL158147.1"
"824","RPL7P20"
"825","MRPL42P3"
"826","CNN2P11"
"827","MRPS21P1"
"828","MIR581"
"829","C1QTNF8"
"830","CDC7"
"831","CR382287.1"
"832","OR5D16"
"833","AC025183.2"
"834","AC009237.1"
"835","AL139023.1"
"836","OR10J5"
"837","AC004009.3"
"838","PDLIM1P1"
"839","RNF169"
"840","UBE2D3P1"
"841","MIR4773-1"
"842","AC074281.1"
"843","LINC02520"
"844","AMYH02020865.1"
"845","SWAP70"
"846","AC005865.1"
"847","TRAJ48"
"848","AC132008.1"
"849","SLC2A9"
"850","ATP5PBP4"
"851","DCK"
"852","WWTR1"
"853","AL356421.2"
"854","MIR4458HG"
"855","KCNE5"
"856","GALR1"
"857","EEF1A1P17"
"858","CYCSP43"
"859","AP001922.3"
"860","RF00598"
"861","AC113143.2"
"862","IGHV3OR16-15"
"863","AC073109.1"
"864","SNORD116-6"
"865","AC233982.1"
"866","AC073862.4"
"867","AL157400.1"
"868","LINC01903"
"869","ZNF595"
"870","GABRD"
"871","AL031056.1"
"872","CDKL2"
"873","AL136360.1"
"874","KATNBL1"
"875","DRD2"
"876","ZNF8"
"877","AC009237.16"
"878","TCN1"
"879","AC000078.1"
"880","ATP5MC1"
"881","THAP12"
"882","WEE2-AS1"
"883","AL133371.1"
"884","AC009901.2"
"885","PTGES3L-AARSD1"
"886","CDK8P2"
"887","LINC00459"
"888","AC100807.1"
"889","EIF1P2"
"890","RF00092"
"891","MRPS36"
"892","MCTP1"
"893","OR4C49P"
"894","RPL27A"
"895","RNU7-34P"
"896","AC083798.1"
"897","RAD23B"
"898","NPM1P4"
"899","DNAJB9"
"900","AL136982.2"
"901","IGHV1-67"
"902","PDX1"
"903","AL354984.2"
"904","DCAF8"
"905","RNU7-50P"
"906","ANKRD6"
"907","IGHV3OR16-10"
"908","NXPH3"
"909","RNU6-1232P"
"910","AC108751.5"
"911","AL356273.3"
"912","TRBVA"
"913","AC018638.8"
"914","ROR1"
"915","DUX4L46"
"916","AC243547.3"
"917","ABALON"
"918","AL021153.1"
"919","TRBV21OR9-2"
"920","AL355482.1"
"921","DYNC1I1"
"922","MRPL44"
"923","MFSD5"
"924","XKRYP6"
"925","RUFY3"
"926","AC092447.9"
"927","AL357833.1"
"928","TRBC2"
"929","AL450023.1"
"930","NLRP3P1"
"931","NPAP1P7"
"932","AL163953.1"
"933","BTN3A2"
"934","AC126177.3"
"935","SMYD3"
"936","HIGD1AP8"
"937","GJB1"
"938","NRCAM"
"939","ZNF625-ZNF20"
"940","STAM-AS1"
"941","AC079148.1"
"942","RANBP20P"
"943","ALOX12P2"
"944","MYO1D"
"945","HMGN2P5"
"946","RNA5SP134"
"947","ADH5P3"
"948","CNTFR"
"949","AC121247.1"
"950","Z82195.2"
"951","MIR105-1"
"952","AC004890.3"
"953","IGLC1"
"954","UBE2Q2P4Y"
"955","MAL"
"956","CDK4P1"
"957","CPNE9"
"958","RAB15"
"959","AP004607.6"
"960","TNR-IT1"
"961","PRPF38A"
"962","AC034243.1"
"963","RPGRIP1L"
"964","MRPL10"
"965","NPAS3"
"966","SEPHS2"
"967","SNHG20"
"968","AC026358.1"
"969","RPL32P26"
"970","AP000873.4"
"971","XPC"
"972","AC006130.1"
"973","AL133173.2"
"974","AL078581.3"
"975","MED15P3"
"976","OR3A3"
"977","GIN1"
"978","AC083873.1"
"979","CLEC18C"
"980","SGO1"
"981","NPY2R"
"982","RNVU1-6"
"983","HIST1H2APS6"
"984","FGFBP2"
"985","AC010998.1"
"986","UBE2NP1"
"987","GUCY2D"
"988","KRTAP10-11"
"989","RNA5SP320"
"990","OR52E3P"
"991","AL451007.1"
"992","AC024243.1"
"993","DPRXP5"
"994","AC018495.1"
"995","AL590867.2"
"996","RNU6-865P"
"997","AC034198.2"
"998","MIR548H4"
"999","SHANK2-AS2"
"1000","ANKRD20A4"
"1001","RN7SL278P"
"1002","GKN1"
"1003","LINC01959"
"1004","CCNQP1"
"1005","PRELID3BP8"
"1006","CICP23"
"1007","CYP4V2"
"1008","AC135050.3"
"1009","AC026826.1"
"1010","AC239367.3"
"1011","RNU6-837P"
"1012","AC107886.1"
"1013","AP002986.1"
"1014","TRGV3"
"1015","MPV17"
"1016","MIR5685"
"1017","TDRP"
"1018","AC022679.1"
"1019","CLCP1"
"1020","TEX264"
"1021","AC130462.1"
"1022","RNU6-801P"
"1023","TRAF6"
"1024","AL162586.1"
"1025","FCF1P9"
"1026","LINC00868"
"1027","SAMD7"
"1028","EEF1DP3"
"1029","BGLAP"
"1030","RGS6"
"1031","AL161757.3"
"1032","CDS1"
"1033","AP001092.1"
"1034","CPXM2"
"1035","OFD1P18Y"
"1036","AC010320.2"
"1037","GPSM1"
"1038","LINC02282"
"1039","AC005550.2"
"1040","DIRAS2"
"1041","LIN54"
"1042","MIR516A2"
"1043","STK38L"
"1044","NCKAP5"
"1045","AC011467.5"
"1046","HMGN1P19"
"1047","CALM2P1"
"1048","XCR1"
"1049","NECAB1"
"1050","AC008415.1"
"1051","ANKRD42"
"1052","MIR3115"
"1053","IGLV3-13"
"1054","SENP3-EIF4A1"
"1055","KRT24"
"1056","PKDCC"
"1057","PODXL"
"1058","KDELR3"
"1059","AC025048.5"
"1060","AC233724.10"
"1061","AC015712.5"
"1062","PNRC2"
"1063","EIF1AX-AS1"
"1064","HLA-DRB5"
"1065","DNAJC18"
"1066","LPXN"
"1067","MIR1265"
"1068","CNPY1"
"1069","ZFP82"
"1070","FNBP1"
"1071","COX17"
"1072","MTND3P12"
"1073","EIF4BP1"
"1074","AC093729.1"
"1075","CETN4P"
"1076","NMNAT3"
"1077","RF00432"
"1078","AC007494.1"
"1079","AC073610.2"
"1080","CFAP97"
"1081","SPTSSA"
"1082","AP003122.1"
"1083","HAGH"
"1084","RN7SL18P"
"1085","HOXD4"
"1086","AC026798.1"
"1087","TRAJ55"
"1088","CABLES2"
"1089","RNU6-874P"
"1090","MIR579"
"1091","ADAD1"
"1092","TTC9"
"1093","RPL26P31"
"1094","AL079307.3"
"1095","AC106786.1"
"1096","DNAJC25-GNG10"
"1097","HCAR2"
"1098","BHLHE40"
"1099","AC084064.1"
"1100","PABPC1P10"
"1101","AL445123.1"
"1102","DTNA"
"1103","LARP7P2"
"1104","TTLL7-IT1"
"1105","AC131025.2"
"1106","SNAP23"
"1107","Z93930.2"
"1108","RPL7AP56"
"1109","MIR4661"
"1110","AC006270.3"
"1111","RNA5SP388"
"1112","AC104109.2"
"1113","IGHV3-19"
"1114","OLA1P2"
"1115","ABBA01006766.1"
"1116","RNU6-10P"
"1117","AC011446.1"
"1118","CORO2A"
"1119","AC099541.1"
"1120","PRR5L"
"1121","ATRX"
"1122","AC091868.2"
"1123","IGHV1-17"
"1124","RNU4ATAC14P"
"1125","AC099566.1"
"1126","AC023906.4"
"1127","RNA5SP359"
"1128","AC131212.2"
"1129","AC022513.1"
"1130","TCAM1P"
"1131","CHP2"
"1132","SCN1B"
"1133","RNU6-974P"
"1134","PALD1"
"1135","RNA5SP357"
"1136","RNU6-1122P"
"1137","MT1CP"
"1138","BCORL1"
"1139","AC142086.5"
"1140","PHKG1"
"1141","AC087072.2"
"1142","SFTPD"
"1143","TBC1D10B"
"1144","SCGB1C2"
"1145","RN7SKP178"
"1146","AC106774.2"
"1147","CYP2C61P"
"1148","PSMG4"
"1149","TPPP3"
"1150","OR10V3P"
"1151","AC138466.2"
"1152","AC243547.2"
"1153","AC092637.1"
"1154","AC093826.1"
"1155","AL354702.1"
"1156","RN7SL231P"
"1157","NR5A1"
"1158","RAB5IF"
"1159","RNU6-309P"
"1160","DEPTOR"
"1161","AL359475.1"
"1162","PMPCAP1"
"1163","AL714022.1"
"1164","PIGUP1"
"1165","SRPX2"
"1166","NDUFS5P1"
"1167","MIR4730"
"1168","CRYM"
"1169","AC025437.2"
"1170","AL160408.3"
"1171","BTBD18"
"1172","CLIP2"
"1173","AC009019.1"
"1174","BCHE"
"1175","AL713998.2"
"1176","HEATR5B"
"1177","ALDH7A1P4"
"1178","RNU2-20P"
"1179","MTOR"
"1180","AC012555.2"
"1181","AC022188.1"
"1182","KRT18P48"
"1183","CLEC4G"
"1184","PLCB1-IT1"
"1185","TOB1-AS1"
"1186","LYRM7"
"1187","ENPP7"
"1188","PSMC5"
"1189","SUMO2P6"
"1190","AL355994.2"
"1191","LINC01605"
"1192","FAM90A3P"
"1193","BMS1P16"
"1194","AL390198.1"
"1195","AL445685.1"
"1196","XKRX"
"1197","OR2U2P"
"1198","RN7SL740P"
"1199","AJ239322.2"
"1200","AC005096.1"
"1201","CEBPZOS"
"1202","AC011477.4"
"1203","DOCK5"
"1204","AL050403.2"
"1205","RPS3AP15"
"1206","INTS1"
"1207","BTF3P15"
"1208","LINC00620"
"1209","HELQ"
"1210","AL359704.1"
"1211","TIMM10"
"1212","LONP1"
"1213","LINC01486"
"1214","AC079336.3"
"1215","YTHDC1"
"1216","EFCC1"
"1217","IL2RB"
"1218","POLA2"
"1219","MIR4508"
"1220","RN7SL703P"
"1221","RPL9P25"
"1222","AC002429.1"
"1223","AC126755.5"
"1224","HUS1"
"1225","IDE"
"1226","TSPAN2"
"1227","AGPAT5"
"1228","PHACTR2-AS1"
"1229","SPTY2D1"
"1230","SPDYE12P"
"1231","AL354766.1"
"1232","CNNM3"
"1233","SGCE"
"1234","AC246787.1"
"1235","AC107398.2"
"1236","AC084809.1"
"1237","AC010409.1"
"1238","RNU6-283P"
"1239","FXYD4"
"1240","MRPL43"
"1241","AC010618.3"
"1242","C4BPAP2"
"1243","MAGEB1"
"1244","LTA4H"
"1245","NCAPD2P1"
"1246","AL360268.1"
"1247","KCNE2"
"1248","LINC02438"
"1249","AFTPH"
"1250","RPL21P108"
"1251","ARL4AP1"
"1252","AC073283.2"
"1253","AL008638.4"
"1254","AC004805.2"
"1255","TXN2"
"1256","AC096543.1"
"1257","AC012669.1"
"1258","LINC02603"
"1259","ARHGEF19"
"1260","DHRS7"
"1261","AC242852.1"
"1262","FAM106A"
"1263","MIR6763"
