"","x"
"258","AC005160.1"
"259","HID1"
"260","DTD1"
"261","RNU6-992P"
"262","AC100786.2"
"263","COA1"
"264","AC122683.1"
"265","VN1R21P"
"266","NKRF"
"267","TTTY23"
"268","TSPYL2"
"269","RNA5SP209"
"270","MIR4499"
"271","SNORA47"
"272","C17orf51"
"273","AC010615.3"
"274","ORC2"
"275","AC092436.1"
"276","LIG3"
"277","METTL15"
"278","AC138409.2"
"279","AC007690.1"
"280","ARID3A"
"281","AL357500.1"
"282","TBC1D2B"
"283","MDK"
"284","GTF2IP3"
"285","ABLIM1"
"286","AC009623.2"
"287","AC024575.1"
"288","PLPP2"
"289","AL358933.1"
"290","CDCA7L"
"291","RPL3P12"
"292","TPT1P4"
"293","AC009474.2"
"294","AC123786.2"
"295","AL158212.1"
"296","AL049749.1"
"297","SERPINA9"
"298","RNU6-45P"
"299","NME2P1"
"300","VPS33B-DT"
"301","SNORD12B"
"302","BMS1P17"
"303","AC044802.1"
"304","ATP5PB"
"305","AP000769.3"
"306","AL354984.2"
"307","LLPH-DT"
"308","CICP20"
"309","LRRC73"
"310","TMEM255A"
"311","SETP1"
"312","LHX8"
"313","TUBBP8"
"314","LINC02026"
"315","MIR548I3"
"316","AL627171.1"
"317","FER"
"318","PIDD1"
"319","LINC02318"
"320","AL031768.1"
"321","KAT8"
"322","RNF103-CHMP3"
"323","ADAD2"
"324","ASB13"
"325","AL627313.1"
"326","MYORG"
"327","AP003692.1"
"328","AC018558.4"
"329","LINC02286"
"330","RN7SL559P"
"331","AL132796.3"
"332","CCL23"
"333","COA3"
"334","TENM1"
"335","SNORA68B"
"336","UBTFL7"
"337","HDAC2"
"338","UBE2T"
"339","RYR3"
"340","FAM47DP"
"341","F5"
"342","PLSCR5-AS1"
"343","CYCSP24"
"344","FGF6"
"345","KCNJ13"
"346","LPAR4"
"347","RAB9AP4"
"348","MIR1285-2"
"349","NR2C2"
"350","AC037459.4"
