"","x"
"277","HHIPL2"
"278","PRR13P5"
"279","SPIN2B"
"280","AP004247.1"
"281","TMEM14DP"
"282","FUCA2"
"283","FAM161B"
"284","SPINK13"
"285","AC046158.3"
"286","ZNF829"
"287","CPO"
"288","CU633906.4"
"289","NFYB"
"290","TRPC7-AS1"
"291","CYLD"
"292","STAG3L2"
"293","PMS2P1"
"294","AL135901.1"
"295","AC080013.6"
"296","DYNC1LI1"
"297","AC025580.2"
"298","AC025884.3"
"299","SPATA45"
"300","LINC01030"
"301","AC078899.2"
"302","SNORD45B"
"303","LINC00492"
"304","PCSK6"
"305","AC091047.1"
"306","COMTD1"
"307","RN7SL215P"
"308","RNU6-248P"
"309","COPS6"
"310","AC106772.2"
"311","AL359095.1"
"312","STAT2"
"313","HMGB3P6"
"314","RPL36AP21"
"315","ERCC6"
"316","ASS1P6"
"317","ACTG2"
"318","AC115284.1"
"319","AC008379.1"
"320","H3F3A"
"321","AP001610.1"
"322","TAS2R1"
"323","CD2"
"324","SOCS5P3"
"325","AP003122.2"
"326","CCDC173"
"327","Z98885.2"
"328","UBE2FP1"
"329","AC090984.1"
"330","RNU6-272P"
"331","MIR6769B"
"332","MTATP6P18"
"333","SIGLEC31P"
"334","MTAP"
"335","ZNF470"
"336","AC139530.2"
"337","GAP43"
"338","VCL"
"339","BX276092.1"
"340","AC005487.1"
"341","RUSC2"
"342","STK3"
"343","FOXN3-AS2"
"344","AC090888.1"
"345","AC105227.1"
"346","FABP5P6"
"347","AL122125.1"
"348","AL139824.2"
"349","MLANA"
"350","VN1R108P"
