"","x"
"352","AC068533.3"
"353","CYP4A22"
"354","AL132656.2"
"355","AL133268.1"
"356","HMGN2P46"
"357","ZNF584"
"358","AC005632.1"
"359","AF254983.2"
"360","ECHS1"
"361","TEN1"
"362","VIPR1-AS1"
"363","AC125494.2"
"364","KBTBD11"
"365","PNPT1P2"
"366","HMGB1P21"
"367","AC103746.1"
"368","SNX19P1"
"369","MMP16"
"370","AC002429.2"
"371","ITM2B"
"372","GABRA3"
"373","LCN2"
"374","RTCB"
"375","AC092687.2"
"376","MIR101-2"
"377","MTATP6P13"
"378","RPL31P1"
"379","AC067959.1"
"380","MON1B"
"381","AL356215.1"
"382","AC097467.4"
"383","AC008737.2"
"384","UBA6"
"385","CERS6-AS1"
"386","AC097478.2"
"387","ZNF106"
"388","ARRDC2"
"389","AC099506.1"
"390","LINC01435"
"391","AC079331.2"
"392","IGLV10-67"
"393","AP001324.2"
"394","LINC01438"
"395","LINC02432"
"396","RNF17"
"397","B4GALT4"
"398","FXYD6P2"
"399","KHDC3L"
"400","RNU4-42P"
"401","LINC02502"
"402","AC011632.2"
"403","CERS3"
"404","SNRNP25"
"405","TSG101"
"406","AL136981.1"
"407","BX088651.1"
"408","DDX11L9"
"409","AL353662.3"
"410","AC084346.1"
"411","HACE1"
"412","AL137804.1"
"413","KRT8P23"
"414","AC020914.2"
"415","RRAGA"
"416","TDP1"
"417","IGHV4-59"
"418","RHOBTB3"
"419","CD300LB"
"420","DTX3L"
"421","SSXP10"
"422","AL133351.1"
"423","AC015912.3"
"424","TMPRSS7"
"425","AL391684.1"
"426","AC024145.1"
"427","FGF14-AS1"
"428","NCALD"
"429","AC008592.4"
"430","NPM1P34"
"431","AL078612.1"
"432","CDC42SE1"
"433","VN1R37P"
"434","RNU6-217P"
"435","AC005699.1"
"436","CASC16"
"437","AL138847.2"
"438","AC123788.1"
"439","MIR1471"
"440","IL31RA"
"441","AC079466.2"
"442","RPS26P38"
"443","LINC02146"
"444","FBXO40"
"445","DUS1L"
"446","RNU6-1270P"
"447","AC093871.1"
"448","SEPT7P3"
"449","SERPINA5"
"450","A1BG-AS1"
"451","AL603882.1"
"452","C9orf64"
"453","FBXW11"
"454","SLC35B4"
"455","GPLD1"
"456","CDC42P4"
"457","RNA5SP101"
"458","RABL3"
"459","AC123912.2"
"460","TTN"
"461","AC007193.1"
"462","AC113410.2"
"463","KRT18P9"
"464","KIAA1324L"
"465","AC129807.1"
"466","RNU6-747P"
"467","HPCAL4"
"468","TRIM52-AS1"
"469","ALG1L"
"470","HNF4A-AS1"
"471","MTCO3P22"
"472","CNTN4-AS1"
"473","AL008726.1"
"474","TBX5-AS1"
"475","FLG2"
"476","DIO2-AS1"
"477","TAF3"
"478","MIS18A"
"479","AC062039.1"
"480","AC021945.1"
"481","AC018716.2"
"482","RF02176"
"483","AC006378.2"
"484","AL772161.1"
"485","USP2"
"486","ANTXRL"
"487","AC073288.1"
"488","OTOR"
"489","RNU4-30P"
"490","FOXK1"
"491","USP9YP30"
"492","AC025857.2"
"493","AL589743.5"
"494","AC108159.1"
"495","DCSTAMP"
"496","AL109933.3"
"497","SNORA64"
"498","NTRK3-AS1"
"499","AC244090.2"
"500","AC139099.1"
"501","AL391335.1"
"502","AL022324.2"
"503","AP000577.1"
"504","AC009044.1"
"505","AC022469.1"
"506","IGHV1-18"
"507","MPC1"
"508","DENND2C"
"509","AL390961.2"
"510","PRDM11"
"511","PROC"
"512","GAS8"
"513","ZC3H15"
"514","AL365181.2"
"515","C1GALT1C1L"
"516","AC090877.2"
"517","AC244093.3"
"518","CDS1"
"519","OR56A3"
"520","COPZ2"
"521","ANKZF1"
"522","AP001453.4"
"523","C2orf69P3"
"524","MTND6P6"
"525","LINC00261"
"526","MYL6P4"
"527","MIR584"
"528","BX284668.6"
"529","AC025287.1"
"530","RPSAP51"
"531","ZNF791"
"532","AL157407.1"
"533","RF02188"
"534","PTMAP11"
"535","MIR603"
"536","C5orf52"
"537","AC109460.4"
"538","MTND5P16"
"539","HSPA8P7"
"540","NDUFS5"
"541","KRT16P3"
"542","SPR"
"543","NRBP2"
"544","ARL13B"
"545","AC093689.1"
"546","AC131211.1"
"547","COMP"
"548","MIR6078"
"549","TBX5"
"550","DHX34"
"551","SYT15"
"552","AL450322.1"
"553","SEC23IP"
"554","SGIP1"
"555","AP003486.1"
"556","AL359704.1"
"557","SNORD3G"
"558","PEX1"
"559","NONO"
"560","AL590640.1"
"561","AL008718.2"
"562","AC087385.3"
"563","AC018635.2"
"564","AC090796.1"
"565","CRB1"
"566","ELK4"
"567","RNU6-88P"
"568","SNX9"
"569","AC025283.1"
"570","LINC01257"
"571","POM121L4P"
"572","PLA2G16"
"573","CARM1P1"
"574","AL356752.1"
"575","AC010478.1"
"576","AC239809.3"
"577","RN7SL556P"
"578","VENTXP7"
"579","AL807752.5"
"580","AC009623.2"
"581","TMCO4"
"582","PCF11"
"583","AL591222.3"
"584","AL606537.1"
"585","AC091057.2"
"586","AC134508.1"
"587","KRT8P4"
"588","AC009312.1"
"589","AC147055.4"
"590","ZFAND2B"
"591","AC114271.1"
"592","AL139237.1"
"593","ZNF98"
"594","KRT8P43"
"595","ELN"
"596","SVBP"
"597","ADGRB2"
"598","GGA1"
"599","MRPS21P5"
"600","SEZ6L"
"601","AC095040.1"
"602","CCDC153"
"603","AL158077.1"
"604","EHBP1L1"
"605","PRH1"
"606","RNU5F-4P"
"607","NKX6-1"
"608","ALDH3A1"
"609","MKNK2"
"610","AC055811.2"
"611","AL109809.2"
"612","AC005776.2"
"613","ZNF826P"
"614","CHCHD3P2"
"615","AF117829.1"
"616","PKN2-AS1"
"617","MPEG1"
"618","AC245297.1"
"619","AC011466.2"
"620","AC004997.1"
"621","AL590392.1"
"622","AC073188.1"
"623","NDP-AS1"
"624","LINC01198"
"625","TRHDE"
"626","C5orf64"
"627","AC103702.1"
"628","RNU5A-7P"
"629","AQP10"
"630","AC241644.1"
"631","PRELID3BP6"
"632","AL929601.2"
"633","BRSK1"
"634","TMEM236"
"635","AL022237.1"
"636","AC004687.1"
"637","RPL7P15"
"638","AC006254.2"
"639","AC107918.2"
"640","LINC02210-CRHR1"
"641","LRRC39"
"642","AL078623.1"
"643","LPCAT4"
"644","IGHV5-51"
"645","CCT6P4"
"646","FKBP14"
"647","SDCBPP3"
"648","LEPROT"
"649","AC009365.1"
"650","SNORD114-12"
"651","LOXL2"
"652","AL162391.1"
"653","DEPDC1"
"654","ENTPD5"
"655","LINC01173"
"656","TMEM79"
"657","NMD3"
"658","PLAU"
"659","AC011411.1"
"660","BCL2L10"
"661","SOGA3"
"662","SLC51B"
"663","AC011468.4"
"664","LINC02403"
"665","SULT4A1"
"666","MIR8071-1"
"667","MIR571"
"668","EVA1C"
"669","ZNF579"
"670","AC090826.2"
"671","RNU6-343P"
"672","AC016026.1"
"673","AC022537.1"
"674","AC239798.4"
"675","TOB1"
"676","AL160163.1"
"677","TTC5"
"678","RN7SL775P"
"679","AC226101.1"
"680","AC099329.1"
"681","CBX3P7"
"682","PPP1R2"
"683","AL591926.3"
"684","RPS3AP34"
"685","AC092155.2"
"686","MTMR7"
"687","HSPA12B"
"688","AL122035.2"
"689","CFL1P6"
"690","CAPN11"
"691","AC092447.2"
"692","MIR548H1"
"693","RNU6-784P"
"694","AC010266.2"
"695","MIR3681HG"
"696","HIST1H4I"
"697","LRP5"
"698","TRERNA1"
"699","USP17L4"
"700","AC093422.2"
"701","RN7SKP211"
"702","AL022328.3"
"703","LINC02295"
"704","AC005008.1"
"705","ERICH5"
"706","AC003045.1"
"707","SLC6A1"
"708","ITPK1"
"709","SRIP3"
"710","AC008074.1"
"711","GBP7"
"712","AGR2"
"713","AC244505.1"
"714","NOP2"
"715","PCSK5"
"716","BUD23"
"717","AC095055.1"
"718","AC022079.2"
"719","TSPY23P"
"720","AL627308.1"
"721","AC018638.7"
"722","MAPK10"
"723","AC131956.1"
"724","LINC01870"
"725","AC096720.2"
"726","AL358942.1"
"727","AC022017.1"
"728","AC090539.1"
"729","AC108134.1"
"730","AC098799.1"
"731","ERICH3-AS1"
"732","AC021224.1"
"733","HLX-AS1"
"734","POU3F2"
"735","HSPA8P20"
"736","ENOX1-AS1"
"737","AC244505.3"
"738","AP001330.5"
"739","AC079316.1"
"740","BTBD17"
"741","PPRC1"
"742","AC005252.3"
"743","AC090453.1"
"744","EIF5A2P1"
"745","RPL35P5"
"746","MET"
"747","RN7SL93P"
"748","BLZF1"
"749","SPC24"
"750","OR1E2"
"751","RNU2-29P"
"752","AL590093.1"
"753","ZNF877P"
"754","TMEM204"
"755","RPL21P42"
"756","COL22A1"
"757","RNU6-198P"
"758","AP001793.1"
"759","AC119744.1"
"760","MTND4P7"
"761","GDPD2"
"762","APTR"
"763","LRR1"
"764","OTUD1"
"765","ZBTB8OSP1"
"766","IFITM8P"
"767","SLC4A1APP2"
"768","AP005131.3"
"769","RNU6-756P"
"770","SPATA24"
"771","DPRXP5"
"772","ALPL"
"773","RPL7AP33"
"774","PPIAP58"
"775","AC063944.1"
"776","OR5K1"
"777","GALNT18"
"778","AP003392.6"
"779","ZSWIM5P3"
"780","SAPCD2P3"
"781","LINC02500"
"782","AL049833.1"
"783","AC005822.1"
"784","AC109460.3"
"785","RPL12P43"
"786","TCEA1"
"787","OR4N3P"
"788","RPTN"
"789","AC008805.2"
"790","AP003555.3"
"791","AIM2"
"792","MGARP"
"793","UCHL1-AS1"
"794","FUNDC2"
"795","TMEM219"
"796","RNU4-48P"
"797","RN7SL357P"
"798","TRIM13"
"799","RNU6-475P"
"800","AC104806.1"
"801","AL139135.1"
"802","FREM2-AS1"
"803","RPL4P5"
"804","AC090574.1"
"805","TRIM49D1"
"806","AL109811.2"
"807","AC003080.1"
"808","OR8K3"
"809","NOX5"
"810","PFN3"
"811","COL6A5"
"812","VSX1"
"813","SYT9"
"814","RNU1-96P"
"815","AP002387.1"
"816","AL162414.1"
"817","RNU5F-1"
"818","TMED11P"
"819","AP006284.1"
"820","ARHGAP17"
"821","AL359198.1"
"822","RPL21P133"
"823","BSN-AS1"
"824","TOP2B"
"825","DUXAP9"
"826","RNU1-115P"
"827","AL357033.3"
"828","PDGFC"
"829","GAPT"
"830","EEF1A1P26"
"831","MCHR2"
"832","AC008626.2"
"833","SDR42E1P1"
"834","FAR2P3"
"835","AC020663.1"
"836","TRPC6"
"837","AC005355.2"
"838","JDP2"
"839","PDE3A"
"840","AC073648.4"
"841","HOXB2"
"842","JAML"
"843","SSBP4"
"844","FAM98A"
"845","MYRIP"
"846","NOXA1"
"847","CYP4V2"
"848","TBX22"
"849","AC241584.1"
"850","NEPNP"
"851","RNU2-35P"
"852","AL391244.1"
"853","GAPDHP41"
"854","AC012464.3"
"855","SCARNA23"
"856","SPIN4-AS1"
"857","AC073439.1"
"858","CEACAMP2"
"859","FAM228A"
"860","RTP4"
"861","OLIG1"
"862","EIF2S3B"
"863","AL032819.2"
"864","AC010096.1"
"865","ADAM32"
"866","RAB8A"
"867","MTND3P9"
"868","YARS"
"869","AL096701.1"
"870","AC095041.1"
"871","HIST1H2BH"
"872","LINC00028"
"873","AL117692.1"
"874","BTG3"
"875","TBC1D3H"
"876","LINC02082"
"877","AL359643.2"
"878","AC025183.2"
"879","AL121871.1"
"880","PPIAP33"
"881","RNU1-124P"
"882","MYRFL"
"883","AP003170.3"
"884","AKT3"
"885","CD40LG"
"886","TMEM72"
"887","ST13P15"
"888","RNU6-297P"
"889","AL589765.6"
"890","LINC02068"
"891","SLC25A6P2"
"892","AC010153.1"
"893","AP004247.1"
"894","NACA4P"
"895","SRSF12"
"896","TRIM51CP"
"897","RNU6-396P"
"898","IGLVIV-64"
"899","AL022323.1"
"900","AC023090.2"
"901","AC087623.3"
"902","AC138035.1"
"903","PRYP5"
"904","AC091435.1"
"905","ALS2"
"906","LINC00570"
"907","AC007907.1"
"908","CYP2G1P"
"909","NR1H2"
"910","AC024255.1"
"911","NOS2"
"912","AC097381.2"
"913","AC093423.1"
"914","COL25A1"
"915","LILRA4"
"916","AC146507.1"
"917","SCARNA5"
"918","AC011495.1"
"919","ZNF814"
"920","RNA5SP73"
"921","AC243960.5"
"922","AC010536.1"
"923","MIR3180-1"
"924","AC093520.2"
"925","ADIPOQ"
"926","WFIKKN2"
"927","AC087651.1"
"928","LINC01824"
"929","DENND2A"
"930","TMEM30A"
"931","VARS2"
"932","ATG16L1"
"933","DTYMK"
"934","RNU6-1099P"
"935","AL353742.1"
"936","SHH"
"937","RPS18P1"
"938","RNA5SP71"
"939","RPLP1P6"
"940","RN7SL688P"
"941","RN7SL160P"
"942","STAG3L5P-PVRIG2P-PILRB"
"943","RN7SL689P"
"944","SFTPD-AS1"
"945","RPL23AP73"
"946","BTC"
"947","RPL21P12"
"948","ASB9P1"
"949","MIR513C"
"950","ZNF602P"
"951","PPAN-P2RY11"
"952","HNRNPA1P37"
"953","CTSL"
"954","TMEM130"
"955","FKBP4P8"
"956","KBTBD6"
"957","LINC01971"
"958","TMEM200A"
"959","AP005119.1"
"960","SOS1-IT1"
"961","RN7SL186P"
"962","IDI2-AS1"
"963","AC023090.1"
"964","AC015959.1"
"965","AC083855.1"
"966","GRHPR"
"967","PTP4A1P4"
"968","ACTG1P4"
"969","AC010881.1"
"970","LINC00366"
"971","AC107081.1"
"972","PCBP4"
"973","AC069262.1"
"974","ENSA"
"975","CTDNEP1"
"976","ISCA1P1"
"977","LINC00893"
"978","AC239367.1"
"979","RNA5SP256"
"980","PLA2G4B"
"981","GCFC2"
"982","MIR577"
"983","AL512882.1"
"984","AHCYP2"
"985","MIR4506"
"986","HMGB1P11"
"987","LINC02476"
"988","ARL1"
"989","MAST4"
"990","AL031275.1"
"991","RNU6-1174P"
"992","RNU6-574P"
"993","AC087289.4"
"994","AC098657.2"
"995","LINC01983"
"996","RF01169"
"997","AP001646.1"
"998","AL121772.1"
"999","AC008669.1"
"1000","C3orf67-AS1"
"1001","PPP1R16A"
"1002","RNU6-1246P"
"1003","FAM160A1-DT"
"1004","AC016831.1"
"1005","HOXB-AS1"
"1006","AP001160.3"
"1007","ANXA2R"
"1008","KIZ"
"1009","AL109766.1"
"1010","AL691447.1"
"1011","RPL13P4"
"1012","CBFB"
"1013","AC022509.1"
"1014","AC068338.1"
"1015","GLYATL1"
"1016","ZBTB48"
"1017","AC137761.1"
"1018","AC092167.1"
"1019","AC087321.1"
"1020","TRAP1"
"1021","GMIP"
"1022","LINC01338"
"1023","AL022067.1"
"1024","NFAT5"
"1025","RN7SL118P"
"1026","OR7E2P"
"1027","AL445528.1"
"1028","IPP"
"1029","ARL6IP1"
"1030","SLIT2-IT1"
"1031","TAF1B"
"1032","ANAPC1"
"1033","UQCC2"
"1034","APBA3"
"1035","CKMT1B"
"1036","SMIM35"
"1037","FABP5P15"
"1038","IL13"
"1039","AP005435.4"
"1040","RPL31P54"
"1041","AL356585.1"
"1042","AC104232.1"
"1043","AL450336.1"
"1044","AP003396.3"
"1045","BCAR1P1"
"1046","AC007038.2"
"1047","HHAT"
"1048","SSTR5-AS1"
"1049","STATH"
"1050","MTRNR2L10"
"1051","RPL23AP62"
"1052","FAM47DP"
"1053","OR4C14P"
"1054","AC007215.1"
"1055","NNT-AS1"
"1056","OR10T1P"
"1057","BLACE"
"1058","RPS3AP3"
"1059","KLHL2"
"1060","BNIP3P42"
"1061","EPHA6"
"1062","AC002543.1"
"1063","RNF6P1"
"1064","SRP54"
"1065","TCTA"
"1066","CHURC1-FNTB"
"1067","AC022898.1"
"1068","AL445471.1"
"1069","AC107208.1"
"1070","CCZ1B"
"1071","MYL12AP1"
"1072","AC023906.1"
"1073","CD24"
"1074","IZUMO1"
"1075","CYP3A52P"
"1076","MRNIP"
"1077","HSPE1P3"
"1078","TATDN2P3"
"1079","MIR649"
"1080","RPL5P27"
"1081","POMZP3"
"1082","AC091390.4"
"1083","LINC01903"
"1084","CFAP44"
"1085","ARL13A"
"1086","RIC1"
"1087","AC091588.2"
"1088","AC025300.1"
"1089","AC073583.1"
"1090","SNORD18B"
"1091","RNU7-149P"
"1092","RRP36"
"1093","UCHL5"
"1094","OTUD4P1"
"1095","RNU2-42P"
"1096","AC009163.5"
"1097","AL670379.11"
"1098","RNU6-707P"
"1099","PRDM16"
"1100","RNU6-19P"
"1101","ZAR1"
"1102","AC091906.1"
"1103","ZC3H12B"
"1104","AL353705.2"
"1105","AC009133.3"
"1106","LINC02057"
"1107","AC091182.2"
"1108","CAMK2A"
"1109","NXPE2"
"1110","RN7SL561P"
"1111","VPS45"
"1112","COX18"
"1113","SNORD113-1"
"1114","LINC02624"
"1115","MPHOSPH8"
"1116","SMC1A"
"1117","IRAK3"
"1118","PKHD1"
"1119","BX119904.1"
"1120","H6PD"
"1121","PDCD11"
"1122","RNU6-413P"
"1123","DNAJB8-AS1"
"1124","AL591503.2"
"1125","AC244517.12"
"1126","HHLA2"
"1127","AC139768.1"
"1128","LINC01730"
"1129","TGIF1"
"1130","MAML2"
"1131","AP4E1"
"1132","MRGPRX4"
"1133","MIR1237"
"1134","TTF1"
"1135","AL024498.2"
"1136","ZNF345"
"1137","RPL17P26"
"1138","CLEC11A"
"1139","PABPC1P5"
"1140","DPP10-AS1"
"1141","SNORD65C"
"1142","LRCH1"
"1143","AC005377.1"
"1144","RNU6-480P"
"1145","COX15"
"1146","VN1R53P"
"1147","AL160313.1"
"1148","AC034102.8"
"1149","AC107982.2"
"1150","MTND1P33"
"1151","LETM1"
"1152","AL118511.1"
"1153","OFD1P10Y"
"1154","RNA5SP134"
"1155","MICG"
"1156","ERC1"
"1157","AC022296.1"
"1158","AC005775.1"
"1159","NMUR2"
"1160","AC092268.1"
"1161","ANK1"
"1162","GAPDHP2"
"1163","AL592071.1"
"1164","SNORD115-48"
"1165","AC100861.2"
"1166","LINC00355"
"1167","VN1R9P"
"1168","LINC01862"
"1169","AC005538.2"
"1170","LINC00824"
"1171","RNH1"
"1172","LINC01776"
"1173","RNU6-744P"
"1174","SNORD65"
"1175","AC100807.1"
"1176","RNU6-874P"
"1177","PHBP12"
"1178","AC092440.1"
"1179","CLSTN2"
"1180","SMIM29"
"1181","SDS"
"1182","PTK7"
"1183","SPDYE2"
"1184","CPB2-AS1"
"1185","MVK"
"1186","AC117500.5"
"1187","ADH1A"
"1188","IGHVII-60-1"
"1189","LINC00682"
"1190","MIR1298"
"1191","ITPKC"
"1192","SLC16A6"
"1193","XYLT2"
"1194","RNA5SP38"
"1195","CHRNB4"
"1196","OR2AP1"
"1197","AC018618.2"
"1198","AC026254.1"
"1199","DDX3P2"
"1200","CCT8P1"
"1201","ACTR2"
"1202","MGAT4D"
"1203","AC090625.2"
"1204","AL513188.1"
"1205","CCNQP2"
"1206","HNRNPA1P49"
"1207","AL022323.2"
"1208","AC104852.1"
"1209","RPL23AP66"
"1210","LINC02517"
"1211","LINC01309"
"1212","LINC02085"
"1213","LINC02233"
"1214","AC105227.2"
"1215","AP003174.1"
"1216","ST13P12"
"1217","LINC01675"
"1218","CDA"
"1219","KRT1"
"1220","ZDHHC11"
"1221","CNRIP1"
"1222","SNORA31"
"1223","AL136309.1"
"1224","YWHABP2"
"1225","RNU1-130P"
"1226","AASDHPPT"
"1227","MIR6784"
"1228","AP001269.1"
"1229","MIR4708"
"1230","AC135048.4"
"1231","AC087477.6"
"1232","MIR548H4"
"1233","AC008494.3"
"1234","SPATA31A7"
"1235","HAGH"
"1236","FLNC"
"1237","DNAJB4"
"1238","SNORD115-19"
"1239","RNA5S9"
"1240","AP001120.3"
"1241","HNRNPFP1"
"1242","AL591178.1"
"1243","WDR1"
"1244","CDC27P1"
"1245","AL513314.2"
"1246","BX510359.3"
"1247","CSNK1E"
"1248","AC007327.2"
"1249","AC092474.1"
"1250","KRT18P13"
"1251","HNRNPR"
"1252","EIF4A1P10"
"1253","LYPLA1P2"
"1254","RNU6-1175P"
"1255","CBR4"
"1256","TNFSF8"
"1257","BTBD10P2"
"1258","RNA5SP126"
"1259","HSH2D"
"1260","FCN1"
"1261","AP004609.1"
"1262","AC092301.1"
"1263","MIR196A1"
"1264","AL096861.1"
"1265","AC092916.1"
"1266","AC007950.1"
"1267","SNRPCP6"
