"","x"
"210","AC104971.3"
"211","RNA5SP137"
"212","TRAV31"
"213","PKNOX2-AS1"
"214","CELF2-AS1"
"215","ARAP1-AS2"
"216","SDK2"
"217","AC115989.1"
"218","RNA5SP524"
"219","DNTTIP2"
"220","SCN4A"
"221","AC092681.1"
"222","GACAT1"
"223","AC003005.2"
"224","GVINP1"
"225","RNU4-63P"
"226","AC008610.1"
"227","AL133467.3"
"228","CENPIP1"
"229","DUSP6"
"230","AL080316.1"
"231","HNRNPH1P2"
"232","NACAP8"
"233","DNAH17"
"234","RNU6-484P"
"235","SLC13A3"
"236","AC004386.2"
"237","OR6K5P"
"238","NFRKB"
"239","RHBDF1P1"
"240","AC007274.3"
"241","SF3B3"
"242","C1orf162"
"243","FRG1HP"
"244","AC146944.2"
"245","LINC02322"
"246","G3BP1"
"247","BAIAP2L1"
"248","OR5L2"
"249","AC119751.8"
"250","C9orf40"
"251","SEPT14P4"
"252","LINC02041"
"253","TMEM167AP1"
"254","AC026367.3"
"255","SEMA3G"
"256","AC138904.2"
"257","ZNF429"
"258","AL033384.2"
"259","MICAL3"
"260","CYP4F35P"
"261","HNRNPUL2-BSCL2"
"262","AC087241.2"
"263","AC005301.1"
"264","SEPSECS"
"265","AC103876.1"
"266","ZNF849P"
"267","AL358393.1"
"268","OR2A13P"
"269","IARS2P1"
"270","ERAP1"
"271","CDY6P"
"272","NFE2"
"273","DNAH17-AS1"
"274","RNY4P13"
"275","AP002884.1"
"276","Z92846.1"
"277","TSTD3"
"278","AL158070.1"
"279","SAMSN1-AS1"
"280","RPS7P3"
"281","THAP5P1"
"282","OR14K1"
"283","LINC01312"
"284","OR52B5P"
"285","AL121845.3"
"286","AC116533.1"
"287","HIBCH"
"288","AL355497.2"
"289","AP001001.2"
"290","SNORA68B"
"291","AC092593.1"
"292","ZNF440"
"293","AC008033.1"
"294","KRT8P1"
"295","XIAP"
"296","AC018470.1"
"297","AC007014.1"
"298","TRAV33"
"299","LINC01760"
"300","LINC01194"
"301","SH2D4B"
"302","HMGB1P4"
"303","AC007552.1"
"304","PRPF38A"
"305","SGCA"
"306","RHOBTB3"
"307","AL356585.3"
"308","RNA5SP302"
"309","AL591473.1"
"310","FAM8A4P"
"311","QDPR"
"312","LINC02149"
"313","AC133552.3"
"314","AL133380.1"
"315","ZNF835"
"316","AC090204.1"
"317","AKAP3"
"318","AC007463.1"
"319","MRPS21P9"
"320","MRPS21P1"
"321","RPL12P4"
"322","GRK1"
"323","OR7H2P"
"324","TRIP11"
"325","AL121917.1"
"326","SETP6"
"327","BCAS2"
"328","BX510359.7"
"329","AC005229.4"
"330","TOP3A"
"331","GLG1"
"332","DIAPH3-AS2"
"333","AP000919.1"
"334","AC022710.1"
"335","TRGVA"
"336","AC096677.1"
"337","AL121845.4"
"338","NXPE2P1"
"339","VTRNA3-1P"
"340","AC092132.1"
"341","ALDH3B1"
"342","RNU6-226P"
"343","RTCA-AS1"
"344","STX6"
"345","AC144652.1"
"346","AC093484.2"
"347","AL137845.2"
"348","AC104457.1"
"349","AL929325.1"
"350","AC027243.2"
"351","SNORD92"
"352","RF00398"
"353","ZSCAN30"
"354","MFSD8"
"355","MAPKBP1"
"356","AL137024.1"
"357","AL049833.1"
"358","FTH1P18"
"359","COX17"
"360","OR5H3P"
"361","C20orf181"
"362","FAM245A"
"363","CICP13"
"364","BRI3BPP1"
"365","AC023194.2"
"366","AC007064.3"
"367","CEP95"
"368","MIR5007"
"369","CTBP2P8"
"370","AC002464.1"
"371","PLAC1"
"372","AL360089.1"
"373","CU634019.6"
"374","AC010480.1"
"375","AC073263.3"
"376","GOLGA8CP"
"377","AC036103.1"
"378","MBD3L5"
"379","TAL1"
"380","AC243964.2"
"381","PLK3"
"382","MESD"
"383","CLIC5"
"384","AC091860.2"
"385","CARD9"
"386","AC011383.1"
"387","AL162431.3"
"388","AC136618.2"
"389","ZNF408"
"390","ENPP7P3"
"391","AC008735.2"
"392","TMPRSS15"
"393","GP9"
"394","CSPG4"
"395","RF02201"
"396","IGHVII-40-1"
"397","OR2W3"
"398","SDR42E1P1"
"399","AC090093.1"
"400","ATP5MGP5"
"401","HNF4GP1"
"402","SLC46A3"
"403","LINC02572"
"404","RILPL1"
"405","PPIAP81"
"406","AC005160.1"
"407","AC090164.2"
"408","AC093616.1"
"409","SNX18P2"
"410","AP000439.2"
"411","AP005202.2"
"412","CRYBG2"
"413","AMD1P1"
"414","MIR1183"
"415","SMG1P1"
"416","RPS12P20"
"417","AC113346.2"
"418","DUSP11"
"419","AL118508.3"
"420","AC079601.1"
"421","VDAC1P9"
"422","IGHV4-28"
"423","MCM6"
"424","HEPN1"
"425","SRD5A3-AS1"
"426","RNU11"
"427","AC026688.1"
"428","MIR4690"
"429","PWP2"
"430","AC005808.1"
"431","LRRC75B"
"432","RF02200"
"433","AC010223.1"
"434","FKBP15"
"435","IGSF22"
"436","AL354794.1"
"437","RSL24D1P11"
"438","AC068446.2"
"439","RPL19P1"
"440","AP000654.2"
"441","MIR494"
"442","LSM6P2"
"443","MYO5BP1"
"444","OR4C46"
"445","SST"
"446","AC011998.2"
"447","RNU6-1008P"
"448","RN7SKP129"
"449","LINC01049"
"450","SNORD38C"
"451","AC006195.1"
"452","AL033379.1"
"453","AL359921.2"
"454","AC018845.3"
"455","GLTP"
"456","GPAT2P1"
"457","IGKV2OR22-4"
"458","UBL4B"
"459","HSPE1P11"
"460","OR2AG1"
"461","MIR6813"
"462","USP22"
"463","RCC2P4"
"464","AC016993.1"
"465","RNA5-8SN2"
"466","ZNF204P"
"467","AL606490.3"
"468","GTF2IP14"
"469","EEF1DP8"
"470","RNU6-1177P"
"471","CBX6"
"472","SNRPD3"
"473","SSC4D"
"474","IQCK"
"475","TRAV13-1"
"476","AL163540.1"
"477","AC027779.1"
"478","FP565260.4"
"479","KRT8P28"
"480","RPL8P2"
"481","MAN2B1"
"482","AF111167.1"
"483","AL136984.1"
"484","RPS29P25"
"485","AC093791.1"
"486","LSAMP-AS1"
"487","LINC00707"
"488","MIR5583-1"
"489","TLR1"
"490","GGT6"
"491","RPS24"
"492","Z85996.1"
"493","RNA5SP201"
"494","CYTH1"
"495","RN7SKP70"
"496","AL583722.3"
"497","CR392039.2"
"498","GJB4"
"499","AC006547.2"
"500","AC099799.1"
"501","AL592295.1"
"502","STAP1"
"503","AC112229.3"
"504","AP001011.1"
"505","MIR302CHG"
"506","AL162424.1"
"507","AC093106.1"
"508","NAMPTP1"
"509","AL162872.1"
"510","AL161636.2"
"511","VPS4A"
"512","SLC25A34"
"513","AC112206.1"
"514","RNU6-19P"
"515","COL9A3"
"516","RPSAP3"
"517","AL606752.1"
"518","RPL21P9"
"519","CENPB"
"520","PLEKHG6"
"521","DNAJC22"
"522","SETP22"
"523","PCDHB2"
"524","AC019178.1"
"525","AC245088.1"
"526","MIR490"
"527","BOP1"
"528","CEP295NL"
"529","ZMIZ2"
"530","SPATA31A6"
"531","AC025164.1"
"532","VN1R110P"
"533","RASSF5"
"534","ARIH1"
"535","AL355376.1"
"536","AC108747.1"
"537","AC021146.5"
"538","MYZAP"
"539","AC011815.1"
"540","KRT2"
"541","AC097451.1"
"542","DIAPH3"
"543","AC097512.1"
"544","CZIB"
"545","SCX"
"546","FZD10-AS1"
"547","AP000959.1"
"548","RNA5SP362"
"549","LINC02318"
"550","ZNF236"
"551","RBMY1B"
"552","SPINK7"
"553","FHDC1"
"554","SERPINB4"
"555","AC026458.1"
"556","AC023825.2"
"557","APEX2"
"558","RF01948"
"559","GLUD2"
"560","MIR4436B2"
"561","AL445430.2"
"562","AL732314.4"
"563","LINC01080"
"564","MTCYBP23"
"565","UTS2"
"566","AC022872.1"
"567","UNC119B"
"568","GIN1"
"569","AC016382.1"
"570","CCDC167"
"571","DBH"
"572","H2BFS"
"573","AL358612.1"
"574","PIKFYVE"
"575","CAMKMT"
"576","FAM66A"
"577","NIFKP8"
"578","NR2F2"
"579","AC064862.1"
"580","AC104073.1"
"581","SOAT1"
"582","AC064807.2"
"583","ABHD18"
"584","AC083800.1"
"585","CDC6"
"586","MIR874"
"587","AC097721.1"
"588","CFTR-AS1"
"589","KCTD10"
"590","AL031123.2"
"591","AL512413.1"
"592","AC098965.1"
"593","AP002387.2"
"594","MIR6081"
"595","AC098818.1"
"596","KCTD8"
"597","AC011270.2"
"598","CAPN3"
"599","AL669831.3"
"600","AL136231.1"
"601","RN7SL285P"
"602","FERMT1"
"603","AC051619.3"
"604","SCFD2"
"605","AC110285.5"
"606","ABCB8"
"607","AL035420.3"
"608","CELA2B"
"609","AC092944.2"
"610","RBM4"
"611","LINC02311"
"612","AP003122.1"
"613","AC010350.1"
"614","CTRB1"
"615","AC104590.1"
"616","LINC01043"
"617","PARP3"
"618","LINC01925"
"619","SASS6"
"620","AC011468.5"
"621","AC104561.3"
"622","HMGN2P38"
"623","RPS3AP30"
"624","PBX4"
"625","MIR4747"
"626","RNU6-698P"
"627","SNCB"
"628","FBXO39"
"629","AC011495.1"
"630","AL355334.1"
"631","AC005696.3"
"632","LRFN5"
"633","AC093151.1"
"634","MATN4"
"635","RN7SKP101"
"636","CEP120"
"637","ACSF2"
"638","GLT6D1"
"639","LRIG3"
"640","HTN1"
"641","CHCHD4P3"
"642","AL049636.1"
"643","AL591471.1"
"644","OR51A4"
"645","AC024337.1"
"646","OR4C14P"
"647","AC245389.1"
"648","LINC02195"
"649","SEC23A-AS1"
"650","PRNT"
"651","MIR1265"
"652","DPM2"
"653","HAS3"
"654","AC006483.1"
"655","BLOC1S2"
"656","AC008429.2"
"657","MIR3670-3"
"658","MFAP1P1"
"659","RERE-AS1"
"660","PHKG1P1"
"661","SPAAR"
"662","UBBP3"
"663","RPL18"
"664","OGFOD1"
"665","DPRX"
"666","AL139100.1"
"667","AL162151.1"
"668","LINC01293"
"669","AP003419.2"
"670","NF1P6"
"671","MIR34C"
"672","AC004691.1"
"673","AC010969.2"
"674","AC006059.2"
"675","AL512303.1"
"676","AL139095.3"
"677","RNU6-103P"
"678","AP001267.1"
"679","AL662844.4"
"680","AL445231.1"
"681","AC020658.4"
"682","DLX2"
"683","MIR744"
"684","AC067852.3"
"685","PRSS33"
"686","AC062015.1"
"687","ASH2LP1"
"688","AC079880.1"
"689","MIR3169"
"690","TCP10"
"691","MIR1272"
"692","AC005341.1"
"693","TRAV5"
"694","FUCA2"
"695","Z82217.1"
"696","PALM2-AKAP2"
"697","GALP"
"698","ZNF580"
"699","ITGA6"
"700","NRBF2P3"
"701","RF02114"
"702","ZNF354C"
"703","MTND3P7"
"704","AKAP6"
"705","COL3A1"
"706","AC011005.1"
"707","CYFIP2"
"708","IFNL4P1"
"709","LINGO4"
"710","LINC02358"
"711","AC011330.1"
"712","CTAGE11P"
"713","AL591885.1"
"714","AC010872.1"
"715","AC005703.3"
"716","CBLC"
"717","GAGE12B"
"718","MIR8057"
"719","STARD3"
"720","RNU6-875P"
"721","TTTY7"
"722","PPIAP71"
"723","HEPACAM"
"724","AC011467.6"
"725","MOGAT2"
"726","RNU6-491P"
"727","AC105114.1"
"728","RNU6-1243P"
"729","AP005242.4"
"730","HILS1"
"731","HES5"
"732","NRXN2"
"733","TBCD"
"734","TEDC2"
"735","NISCH"
"736","AC092295.2"
"737","NAMPT"
"738","AC112187.2"
"739","AC113398.2"
"740","Z98752.2"
"741","CPA1"
"742","MVD"
"743","AC008572.1"
"744","AL133284.1"
"745","NKX3-1"
"746","ZNF792"
"747","SOX15"
"748","RPL21P111"
"749","SC5D"
"750","RNU4ATAC10P"
"751","GBP1"
"752","SP8"
"753","AL355987.3"
"754","AC018761.1"
"755","AC009053.4"
"756","ZNF138"
"757","AC092070.4"
"758","RPL23P4"
"759","AC104024.1"
"760","AC008837.2"
"761","GRAMD4P8"
"762","AC009229.2"
"763","AC069542.2"
"764","AC034199.1"
"765","MAP3K2"
"766","TOM1"
"767","COL13A1"
"768","PIP4K2C"
"769","AC000068.2"
"770","AC068831.6"
"771","FAM221B"
"772","RNU6-198P"
"773","AL138900.1"
"774","IGHV1-17"
"775","CXorf67"
"776","NSG2"
"777","RNU6-214P"
"778","AC022392.1"
"779","PANCR"
"780","MIR4693"
"781","AC027306.1"
"782","XPNPEP2"
"783","RF00090"
"784","RPS21P1"
"785","AC010967.2"
"786","CYP1A1"
"787","AL669831.2"
"788","AL627389.1"
"789","LINC02015"
"790","SNORA80E"
"791","AC139749.1"
"792","NKX2-8"
"793","VPREB3"
"794","CREB3L2"
"795","AC022832.1"
"796","AC008066.1"
"797","TIRAP"
"798","AC105935.2"
"799","FZD8"
"800","NPY5R"
"801","FRG2C"
"802","SMPX"
"803","PTPRF"
"804","SPDYE16"
"805","LINC00664"
"806","CIR1P3"
"807","NMTRS-TGA3-1"
"808","AC244505.6"
"809","AC008745.1"
"810","FAM161B"
"811","FAM49B"
"812","AC010186.4"
"813","SLC19A2"
"814","ZNF397"
"815","CR848007.3"
"816","AC010086.2"
"817","KCNMB3"
"818","AC024681.2"
"819","AC007277.1"
"820","RNU7-174P"
"821","COA1"
"822","IPO7P1"
"823","AC022616.4"
"824","RPS4XP13"
"825","SLC25A4"
"826","AL591719.1"
"827","LINC00404"
"828","MIR4449"
"829","NUDT4P2"
"830","AL590032.1"
"831","AC105416.1"
"832","RTP1"
"833","MIR4783"
"834","LTC4S"
"835","AC087045.3"
"836","UMLILO"
"837","TICAM2"
"838","PCNT"
"839","USP54"
"840","IQSEC2"
"841","RNU6-711P"
"842","FAM129B"
"843","AL356481.2"
"844","CDADC1"
"845","AL359853.1"
"846","IL4"
"847","RPL7L1P1"
"848","AC120114.2"
"849","AC024267.2"
"850","TUFMP1"
"851","RPL5P7"
"852","AC140658.2"
"853","RNU6-454P"
"854","AC093700.1"
"855","IGHV1-18"
"856","MIR345"
"857","MTCO3P24"
"858","AC073072.1"
"859","SMARCE1P3"
"860","ZFAND4"
"861","INTS7"
"862","TMSB4XP3"
"863","TMEM132B"
"864","NAF1"
"865","RBM18"
"866","HSD17B6"
"867","BRI3BP"
"868","BMS1P9"
"869","SNORA32"
"870","NUP58"
"871","VDAC2"
"872","AL450998.3"
"873","ATP1A4"
"874","RPS3AP46"
"875","WBP2P1"
"876","RNU6-47P"
"877","COX6A2"
"878","AC239798.1"
"879","RPS3AP43"
"880","AC098828.2"
"881","SNORD115-31"
"882","HMGB1P3"
"883","AC068722.2"
"884","AL356133.1"
"885","AC068993.1"
"886","RPSAP52"
"887","AC023632.2"
"888","HDAC2"
"889","AC093899.1"
"890","SMIM34A"
"891","AC092167.1"
"892","AJ239322.2"
"893","LINC01022"
"894","DLAT"
"895","ZNF674-AS1"
"896","U52111.1"
"897","MIR4477A"
"898","RGS11"
"899","YWHAQP9"
"900","FKBP10"
"901","CEP70"
"902","AC008415.1"
"903","RNU4-50P"
"904","RSPO4"
"905","EIF4A2P3"
"906","MEP1B"
"907","AC126768.1"
"908","ALG12"
"909","MAGEB6"
"910","DDX11L10"
"911","AC092162.2"
"912","ACTR3BP1"
"913","MARK2P17"
"914","PSMD6"
"915","MIR151A"
"916","AC096533.1"
"917","PCDHGA10"
"918","PECAM1"
"919","BHLHE22"
"920","IRF2BP2"
"921","LYPLA1P3"
"922","CCDC74B"
"923","AP000233.2"
"924","RNA5SP149"
"925","AC012314.22"
"926","AC079921.2"
"927","RPL38P3"
"928","RPSAP25"
"929","AC087482.1"
"930","RNU6-580P"
"931","OSBP2"
"932","AL109837.1"
"933","AC022874.1"
"934","AC011233.1"
"935","AP001024.1"
"936","TRIO"
"937","EXOSC10-AS1"
"938","MIR4508"
"939","PPIAP46"
"940","COPS7B"
"941","ART4"
"942","MT1M"
"943","BMP3"
"944","RPS4XP1"
"945","AC004063.1"
"946","IGHV3-42"
"947","SNORA49"
"948","AC008735.3"
"949","MIR3657"
"950","DNAJB3"
"951","AC025048.4"
"952","PROCA1"
"953","AL590399.1"
"954","AC023469.1"
"955","AC100778.3"
"956","AC113418.1"
"957","CAPZA1"
"958","RPL21P11"
"959","AC079858.1"
"960","GPR1-AS"
"961","ACSM2A"
"962","SLC24A4"
"963","AP001005.2"
"964","KCNJ18"
"965","AC015802.2"
"966","DUX4L14"
"967","RPL13P12"
"968","AC068987.2"
"969","HSP90B3P"
"970","RPL5P35"
"971","AL158801.2"
"972","CRKL"
"973","MIR3156-3"
"974","E2F2"
"975","REXO1L9P"
"976","AL161670.2"
"977","SPART-AS1"
"978","NGF"
"979","RPSAP1"
"980","BX322234.2"
"981","DEFB116"
"982","HIST1H1B"
"983","AC108865.2"
"984","FER1L6-AS2"
"985","SPCS2P3"
"986","CAVIN3"
"987","AC018529.3"
"988","UBA7"
"989","RN7SL57P"
"990","RANBP10"
"991","RHOXF2B"
"992","AC008740.1"
"993","MIR4672"
"994","AC068580.2"
"995","FTLP17"
"996","MRPS31P5"
"997","ZBTB11-AS1"
"998","GJA4"
"999","AC006378.1"
"1000","REXO1L8P"
"1001","AC244100.2"
"1002","AC021451.1"
"1003","NANOG"
"1004","MIR4433B"
"1005","SPATA31B1P"
"1006","AC011239.1"
"1007","RPS4XP22"
"1008","MIR4695"
"1009","AC127071.1"
"1010","INSIG2"
"1011","RPL5P3"
"1012","AC242426.1"
"1013","AL450423.1"
"1014","P4HA3-AS1"
"1015","AC005691.1"
"1016","AC025271.3"
"1017","NXPH3"
"1018","AC006366.1"
"1019","HMGN2P25"
"1020","KNTC1"
"1021","MIR4499"
"1022","PPA1"
"1023","AC026904.3"
"1024","LSG1"
"1025","AC091013.1"
"1026","SNORA20B"
"1027","LINC02204"
"1028","TRIM34"
"1029","AC004069.1"
"1030","WDCP"
"1031","AC055854.1"
"1032","SLC6A15"
"1033","MPRIPP1"
"1034","THUMPD1P1"
"1035","RNU7-120P"
"1036","UNC80"
"1037","AC005632.4"
"1038","RPS20P10"
"1039","AL357055.2"
"1040","RN7SL752P"
"1041","AC109635.3"
"1042","RN7SL644P"
"1043","AUNIP"
"1044","AC093677.1"
"1045","RN7SL767P"
"1046","EPC2"
"1047","LIMCH1"
"1048","CACNB1"
"1049","KRTAP5-9"
"1050","AC010343.3"
"1051","AC013448.1"
"1052","H2AFB1"
"1053","RNU4ATAC14P"
"1054","OR9G1"
"1055","CENPM"
"1056","FAM173A"
"1057","AL135929.2"
"1058","EIF1P5"
"1059","GLRX2"
"1060","LINC00471"
"1061","C3orf67-AS1"
"1062","SEC63P2"
"1063","JPH2"
"1064","KDM5D"
"1065","AL022323.1"
"1066","AL157831.2"
"1067","AC010745.2"
"1068","RNU6-8"
"1069","MTCYBP13"
"1070","S100A9"
"1071","AL136322.1"
"1072","AC006927.1"
"1073","NR4A1"
"1074","AC005539.1"
"1075","LINC00334"
"1076","AC004224.1"
"1077","MYT1L-AS1"
"1078","MCHR2-AS1"
"1079","RAD50"
"1080","AC008870.4"
"1081","SNORA20"
"1082","LINC01778"
"1083","FRMPD3"
"1084","AC007998.4"
"1085","CHST10"
"1086","AC023794.4"
"1087","DCAF4L1"
"1088","AC048347.1"
"1089","OR52E1"
"1090","MPHOSPH6"
"1091","AKAP12"
"1092","AC073065.1"
"1093","AC003688.1"
"1094","SLC9C1"
"1095","LINC01776"
"1096","AC124067.1"
"1097","COX7C"
"1098","AC107398.2"
"1099","SPTBN5"
"1100","RPL12P36"
"1101","USP9YP16"
"1102","AC005730.1"
"1103","PRG2"
"1104","MIR4271"
"1105","COX11"
"1106","SIGLEC18P"
"1107","PGBD4P8"
"1108","AL359893.1"
"1109","OR51F5P"
"1110","AC111152.2"
"1111","MIR3159"
"1112","RN7SKP227"
"1113","RNU7-153P"
"1114","MIR4713HG"
"1115","FDX1P1"
"1116","ADD3-AS1"
"1117","HMGB1P28"
"1118","OTX2P1"
"1119","AC092115.2"
"1120","LYRM1"
"1121","PRAMEF33"
"1122","HEY1"
"1123","AC018558.1"
"1124","RNA5SP218"
"1125","RN7SKP50"
"1126","RPSAP23"
"1127","PSME2P6"
"1128","CDKN2A-DT"
"1129","UCKL1-AS1"
"1130","AC023389.2"
"1131","GXYLT1P3"
"1132","CD200"
"1133","AC010326.2"
"1134","AC010424.1"
"1135","DPP7"
"1136","AC121761.2"
"1137","AP005135.1"
"1138","PGGT1BP1"
"1139","OR1D3P"
"1140","BX284668.1"
"1141","AC092754.1"
"1142","COX7A2P2"
"1143","AC010931.3"
"1144","SPRYD7P1"
"1145","REXO1L12P"
"1146","AC023161.1"
"1147","AC004862.1"
"1148","SNORD3G"
"1149","RN7SKP238"
"1150","EEF1B2"
"1151","NTN1"
"1152","HFM1"
"1153","AL139039.1"
"1154","MRGPRF"
"1155","MEGF10"
"1156","TRBV24-1"
"1157","PLK5"
"1158","MAPRE1P3"
"1159","AC007114.1"
"1160","PLCE1-AS1"
"1161","RNU6-1098P"
"1162","AP000756.1"
"1163","GPR75"
"1164","RF00593"
"1165","DOP1B"
"1166","AC007559.1"
"1167","AC004490.1"
"1168","FAM183A"
"1169","KLF4"
"1170","MIR31HG"
"1171","LBX2"
"1172","REEP6"
"1173","IPP"
"1174","AC074286.1"
"1175","ATG4A"
"1176","MIR105-2"
"1177","AC116038.1"
"1178","HIST1H2APS5"
"1179","RNU7-188P"
"1180","AC136944.3"
"1181","RNA5SP508"
"1182","EPS8L3"
"1183","MIR548AX"
"1184","AP002754.2"
"1185","AC006160.1"
"1186","AP001582.1"
"1187","APOBEC3AP1"
"1188","AL589986.1"
"1189","KPTN"
"1190","C2CD6"
"1191","AC009495.2"
"1192","GALNT4"
"1193","MRNIP"
"1194","CACNG3"
"1195","AC124290.1"
"1196","AL035415.1"
"1197","AP004609.2"
"1198","CYP51A1P2"
"1199","AC006509.1"
"1200","AP000936.3"
"1201","AC022903.1"
"1202","RPS8P3"
"1203","AL391361.2"
"1204","AC005329.2"
"1205","DTYMK"
"1206","TTLL10"
"1207","AC026120.2"
"1208","AC105031.1"
"1209","SYT13"
"1210","CYP4F8"
"1211","TIGD5"
"1212","AP002381.1"
"1213","SYN1"
"1214","ASB15"
"1215","TFEB"
"1216","ATAD3B"
"1217","AC027097.1"
"1218","MIR8083"
"1219","FOXD4L6"
"1220","SDHAF1"
"1221","AC231533.2"
"1222","SLC25A22"
"1223","AL035696.1"
"1224","AC007431.3"
"1225","AC069542.1"
"1226","TUBB8P5"
"1227","MED19"
"1228","AL078621.3"
"1229","AC112693.3"
"1230","AC244255.1"
"1231","PSME2P2"
"1232","SSU72P1"
"1233","AL136115.2"
"1234","PITRM1"
"1235","HNRNPH2"
"1236","EYA3"
"1237","AL360295.1"
"1238","PRR20FP"
"1239","AC027124.2"
"1240","LINC00641"
"1241","LBX1"
"1242","AL354695.1"
"1243","AL161447.1"
"1244","HOXA3"
"1245","FCAMR"
"1246","AMN"
"1247","AC120024.2"
"1248","AC099786.2"
"1249","PPP2R1A"
"1250","MR1"
"1251","AC073387.1"
"1252","AC103810.9"
"1253","AC068888.1"
"1254","FXYD5"
"1255","MIR3197"
"1256","C18orf15"
"1257","CD40"
"1258","AP000777.2"
"1259","ST20"
"1260","SH3TC1"
"1261","SNORA63E"
"1262","MIR301A"
"1263","LY86-AS1"
"1264","AC091132.5"
"1265","KLHL34"
"1266","APIP"
"1267","CLUHP8"
"1268","RNA5SP51"
"1269","MEAF6"
"1270","AL445686.2"
