"","x"
"165","RF00599"
"166","ANGPTL7"
"167","TSNAX-DISC1"
"168","RN7SL544P"
"169","CCSER2"
"170","LINC00702"
"171","RPTOR"
"172","MOB2"
"173","RF02210"
"174","MYL7"
"175","AC087289.3"
"176","SPINK14"
"177","LINC02032"
"178","AL035660.2"
"179","OR7E8P"
"180","MRM1"
"181","PAX8-AS1"
"182","AL139022.1"
"183","AC010834.1"
"184","BX323845.2"
"185","POLR3H"
"186","AC009153.1"
"187","SLITRK1"
"188","RNU6-9"
"189","KLHL10"
"190","MTCO3P11"
"191","PACS1"
"192","TSR3"
"193","MAS1LP1"
"194","TRMU"
"195","RAPGEF4-AS1"
"196","UGT1A6"
"197","AP005901.4"
"198","AC090617.2"
"199","AL122003.1"
"200","ATP1B4"
"201","RPL13AP5"
"202","SNX3P1X"
"203","PPIAL4A"
"204","AC092447.6"
"205","OR5D2P"
"206","AP007216.1"
"207","MORF4L1P4"
"208","AL391987.1"
"209","MDK"
"210","OR5H7P"
"211","AC061975.4"
"212","LY6G6D"
"213","CCNG1"
"214","AC113137.1"
"215","SLC39A6"
"216","AC105935.2"
"217","LINC02406"
"218","LINC02186"
"219","EEF1A1P13"
"220","AC243964.1"
"221","RPL13AP3"
"222","AC244517.12"
"223","AC073648.1"
"224","GORAB"
"225","LINC02044"
"226","RNU6-194P"
"227","TCP10L"
"228","RN7SL70P"
"229","UBR5-AS1"
"230","MIR494"
"231","SNORD116-4"
"232","FKBP4P7"
"233","AC080125.1"
"234","MMP7"
"235","NAIF1"
"236","EGLN1P1"
"237","HSD11B1"
"238","TRBV5-4"
"239","AF196972.1"
"240","AL355596.1"
"241","NEURL1B"
"242","MYH4"
"243","AC027176.1"
"244","RASSF5"
"245","AC005520.3"
"246","AGL"
"247","RPL23AP67"
"248","EIPR1-IT1"
"249","CPEB2-DT"
"250","ART4"
"251","AC017101.1"
"252","SLCO6A1"
"253","LINC02281"
"254","AL021407.2"
"255","AP000864.1"
"256","AL691497.1"
"257","EID1"
"258","FBXO21"
"259","IGKV1D-37"
"260","UBE2V1P7"
"261","TBC1D10B"
"262","TUBB8P9"
"263","BTF3P10"
"264","RF01233"
"265","AC009065.3"
"266","PCDHB19P"
"267","AC027290.1"
"268","AL606534.4"
"269","ACSM4"
"270","KRT19P3"
"271","MYSM1"
"272","RNU6-223P"
"273","AC027601.5"
"274","RNU6-1207P"
"275","AL513122.2"
"276","SNORD12B"
"277","RN7SL364P"
"278","VWC2"
"279","AC005261.5"
"280","RNU6-75P"
"281","AC096713.1"
"282","CFAP161"
"283","ISCA1P3"
"284","AC138028.2"
"285","AC233296.1"
"286","POU4F2"
"287","AC112503.2"
"288","MIR4511"
"289","DDX39B"
"290","RBMXL1"
"291","FANCD2OS"
"292","AC021683.4"
"293","RNA5SP365"
"294","BBOX1"
"295","TOMM20L"
"296","OR13C8"
"297","PEX2"
"298","AC026367.2"
"299","AL354751.1"
"300","AC008507.2"
"301","LINC00708"
"302","AC006296.2"
"303","AC093259.1"
"304","RN7SKP1"
"305","AC129510.1"
"306","PIGFP2"
"307","MIR3924"
"308","AL512343.1"
"309","AL591501.1"
"310","LINC01714"
"311","AL512310.3"
"312","PHETA1"
"313","GPS2P2"
"314","LINC01778"
"315","NBDY"
"316","CCNJ"
"317","PBX4"
"318","AC062037.1"
"319","FBXO31"
"320","NME8"
"321","ZNF503"
"322","AL136298.2"
"323","AC120057.4"
"324","POMC"
"325","AC002398.1"
"326","AC092666.1"
"327","AC026616.1"
"328","TRPC3"
"329","ZMYM4"
"330","AP002495.1"
"331","AC009831.3"
"332","C10orf143"
"333","AC011998.1"
"334","MYOC"
"335","AC105206.2"
"336","AC144522.1"
"337","AC006978.2"
"338","AC104667.2"
"339","NECAP1"
"340","AC008894.3"
"341","AC005785.2"
"342","ACTR3C"
"343","GPR62"
"344","AC006326.1"
"345","DCLRE1A"
"346","S100Z"
"347","SULT1C2P1"
"348","RPL21P88"
"349","RABEP2"
"350","AC137723.1"
