"","x"
"113","ITPK1"
"114","AC083855.1"
"115","GRHPR"
"116","PTP4A1P4"
"117","ACTG1P4"
"118","AC010881.1"
"119","LINC00366"
"120","AC148477.8"
"121","AC107081.1"
"122","PCBP4"
"123","AC069262.1"
"124","ENSA"
"125","CTDNEP1"
"126","ISCA1P1"
"127","LINC00893"
"128","AC239367.1"
"129","RNA5SP256"
"130","PLA2G4B"
"131","GCFC2"
"132","MIR577"
"133","AL512882.1"
"134","AHCYP2"
"135","MIR4506"
"136","HMGB1P11"
"137","LINC02476"
"138","ARL1"
"139","MAST4"
"140","AL031275.1"
"141","RNU6-1174P"
"142","RNU6-574P"
"143","AC087289.4"
"144","AC098657.2"
"145","LINC01983"
"146","RF01169"
"147","AP001646.1"
"148","AL121772.1"
"149","AC008669.1"
"150","C3orf67-AS1"
"151","PPP1R16A"
"152","RNU6-1246P"
"153","FAM160A1-DT"
"154","AC016831.1"
"155","HOXB-AS1"
"156","AP001160.3"
"157","ANXA2R"
"158","KIZ"
"159","AL109766.1"
"160","AL691447.1"
"161","RPL13P4"
"162","CBFB"
"163","AC022509.1"
"164","AC068338.1"
"165","GLYATL1"
"166","ZBTB48"
"167","AC137761.1"
"168","AC092167.1"
"169","AC087321.1"
"170","TRAP1"
"171","GMIP"
"172","HLCS"
"173","AL022067.1"
"174","NFAT5"
"175","RN7SL118P"
"176","OR7E2P"
"177","AL445528.1"
"178","IPP"
"179","ARL6IP1"
"180","SLIT2-IT1"
"181","TAF1B"
"182","ANAPC1"
"183","UQCC2"
"184","APBA3"
"185","CKMT1B"
"186","SMIM35"
"187","FABP5P15"
"188","IL13"
"189","AP005435.4"
"190","RPL31P54"
"191","AL356585.1"
"192","AC104232.1"
"193","AL450336.1"
"194","AP003396.3"
"195","BCAR1P1"
"196","AC007038.2"
"197","HHAT"
"198","SSTR5-AS1"
"199","STATH"
"200","MTRNR2L10"
"201","RPL23AP62"
"202","FAM47DP"
"203","OR4C14P"
"204","AC007215.1"
"205","NNT-AS1"
"206","OR10T1P"
"207","BLACE"
"208","RPS3AP3"
"209","KLHL2"
"210","BNIP3P42"
"211","EPHA6"
"212","AC002543.1"
"213","RNF6P1"
"214","SRP54"
"215","TCTA"
"216","CHURC1-FNTB"
"217","AC022898.1"
"218","AL445471.1"
"219","AC107208.1"
"220","CCZ1B"
"221","PPIAL4F"
"222","MYL12AP1"
"223","AC023906.1"
"224","CD24"
"225","IZUMO1"
"226","CYP3A52P"
"227","MRNIP"
"228","HSPE1P3"
"229","TATDN2P3"
"230","MIR649"
"231","RPL5P27"
"232","POMZP3"
"233","AC091390.4"
"234","LINC01903"
"235","CFAP44"
"236","ARL13A"
"237","RIC1"
"238","AC091588.2"
"239","AC025300.1"
"240","AC073583.1"
"241","SNORD18B"
"242","RNU7-149P"
"243","RRP36"
"244","UCHL5"
"245","OTUD4P1"
"246","RNU2-42P"
"247","AC009163.5"
"248","AL670379.11"
"249","RNU6-707P"
"250","PRDM16"
"251","RNU6-19P"
"252","ZAR1"
"253","AC091906.1"
"254","ZC3H12B"
"255","AL691477.1"
"256","AL353705.2"
"257","AC009133.3"
"258","AC068880.4"
"259","LINC02057"
"260","AC091182.2"
"261","CAMK2A"
"262","NXPE2"
"263","RN7SL561P"
"264","VPS45"
"265","COX18"
"266","SNORD113-1"
"267","LINC02624"
"268","MPHOSPH8"
"269","SMC1A"
"270","IRAK3"
"271","PKHD1"
"272","BX119904.1"
"273","H6PD"
"274","PDCD11"
"275","RNU6-413P"
"276","DNAJB8-AS1"
"277","AL591503.2"
"278","STC2"
"279","HHLA2"
"280","AC139768.1"
"281","LINC01730"
"282","TGIF1"
"283","MAML2"
"284","AP4E1"
"285","MRGPRX4"
"286","MIR1237"
"287","TTF1"
"288","AL024498.2"
"289","ZNF345"
"290","RPL17P26"
"291","CLEC11A"
"292","PABPC1P5"
"293","DPP10-AS1"
"294","SNORD65C"
"295","LRCH1"
"296","AC024580.2"
"297","AC005377.1"
"298","RNU6-480P"
"299","COX15"
"300","VN1R53P"
"301","UCKL1-AS1"
"302","AL160313.1"
"303","AC034102.8"
"304","AC107982.2"
"305","MTND1P33"
"306","LETM1"
"307","AL118511.1"
"308","OFD1P10Y"
"309","RNA5SP134"
"310","MICG"
"311","ERC1"
"312","AC022296.1"
"313","AC005775.1"
"314","NMUR2"
"315","AC092268.1"
"316","ANK1"
"317","GAPDHP2"
"318","AL592071.1"
"319","SNORD115-48"
"320","AC100861.2"
"321","AC022400.10"
"322","LINC00355"
"323","VN1R9P"
"324","LINC01862"
"325","MAPK10"
"326","LINC00824"
"327","RNH1"
"328","LINC01776"
"329","RNU6-744P"
"330","SNORD65"
"331","AC100807.1"
"332","RNU6-874P"
"333","PHBP12"
"334","AC092440.1"
"335","CLSTN2"
"336","SMIM29"
"337","SDS"
"338","PTK7"
"339","SPDYE2"
"340","CPB2-AS1"
"341","MVK"
"342","LINC01202"
"343","ADH1A"
"344","IGHVII-60-1"
"345","LINC00682"
"346","MIR1298"
"347","ITPKC"
"348","SLC16A6"
"349","XYLT2"
"350","RNA5SP38"
