"","x"
"240","B4GALT4"
"241","FXYD6P2"
"242","KHDC3L"
"243","RNU4-42P"
"244","LINC02502"
"245","AC011632.2"
"246","CERS3"
"247","SNRNP25"
"248","TSG101"
"249","AL136981.1"
"250","BX088651.1"
"251","DDX11L9"
"252","AL353662.3"
"253","AC084346.1"
"254","HACE1"
"255","AL137804.1"
"256","KRT8P23"
"257","AC020914.2"
"258","RRAGA"
"259","TDP1"
"260","IGHV4-59"
"261","RHOBTB3"
"262","CD300LB"
"263","DTX3L"
"264","SSXP10"
"265","AL133351.1"
"266","AC015912.3"
"267","TMPRSS7"
"268","AL391684.1"
"269","AC024145.1"
"270","FGF14-AS1"
"271","NCALD"
"272","AC008592.4"
"273","NPM1P34"
"274","AL078612.1"
"275","CDC42SE1"
"276","VN1R37P"
"277","RNU6-217P"
"278","AC005699.1"
"279","CASC16"
"280","AL138847.2"
"281","AC123788.1"
"282","MIR1471"
"283","IL31RA"
"284","AC079466.2"
"285","RPS26P38"
"286","LINC02146"
"287","FBXO40"
"288","DUS1L"
"289","RNU6-1270P"
"290","AC093871.1"
"291","SEPT7P3"
"292","SERPINA5"
"293","A1BG-AS1"
"294","AL603882.1"
"295","C9orf64"
"296","FBXW11"
"297","SLC35B4"
"298","GPLD1"
"299","CDC42P4"
"300","RNA5SP101"
"301","RABL3"
"302","AC123912.2"
"303","TTN"
"304","AC007193.1"
"305","AC113410.2"
"306","KRT18P9"
"307","KIAA1324L"
"308","AC129807.1"
"309","RNU6-747P"
"310","HPCAL4"
"311","TRIM52-AS1"
"312","ALG1L"
"313","HNF4A-AS1"
"314","MTCO3P22"
"315","CNTN4-AS1"
"316","AL008726.1"
"317","TBX5-AS1"
"318","FLG2"
"319","DIO2-AS1"
"320","TAF3"
"321","MIS18A"
"322","AC062039.1"
"323","AC021945.1"
"324","AC018716.2"
"325","RF02176"
"326","AC006378.2"
"327","AL772161.1"
"328","USP2"
"329","ANTXRL"
"330","AC073288.1"
"331","OTOR"
"332","RNU4-30P"
"333","FOXK1"
"334","USP9YP30"
"335","AC025857.2"
"336","AL589743.5"
"337","AC108159.1"
"338","DCSTAMP"
"339","AL109933.3"
"340","SNORA64"
"341","NTRK3-AS1"
"342","AC244090.2"
"343","AC139099.1"
"344","AL391335.1"
"345","AL022324.2"
"346","AC007182.3"
"347","AC009044.1"
"348","AC022469.1"
"349","IGHV1-18"
"350","MPC1"
