,Score
DNAH3,0.000145645
BRI3BP,0.000145645
THRB,0.000145645
ERBB4,0.000145645
LSAMP,0.000145645
SH3BP2,0.000145645
PAIP2B,0.000145645
IL1RAPL1,0.000145645
TRIM38,0.000145645
KIAA0513,0.000145645
TNFRSF11A,0.000145645
FUNDC2,0.000145645
ARRB1,0.000145645
NR6A1,0.000144641
RC3H1,0.000144641
WDR41,0.000144641
SNX30,0.000144641
UHMK1,0.000144641
WNK3,0.000144641
SLC7A14,0.000144641
BACE2,0.000144641
ALPK3,0.000144641
KIAA1244,0.000144641
ZBTB44,0.000144641
IGF2R,0.000144641
ANTXR2,0.000144641
C17orf51,0.000144641
PSMF1,0.000144641
CYB5R4,0.000144641
ZNF8,0.000144641
POTED,0.000144641
FKTN,0.000143636
PRICKLE2,0.000143636
PKHD1,0.000143636
KIAA1549,0.000143636
FAM105B,0.000143636
KLF8,0.000143636
RBM33,0.000143636
EMC1,0.000143636
SP140L,0.000143636
CRIPT,0.000143636
MGA,0.000143636
PGM2L1,0.000143636
PPM1A,0.000143636
6-Mar,0.000143636
GM2A,0.000143636
ZNF81,0.000143636
EIF2AK2,0.000143636
SSBP2,0.000143636
TULP4,0.000143636
LARP4B,0.000143636
CIITA,0.000143636
LHX4,0.000143636
KIF6,0.000143636
SLIT3,0.000143636
FXN,0.000143636
IL17RD,0.000143636
UMPS,0.000143636
TMCO1,0.000143636
AFF4,0.000142632
FREM2,0.000142632
TIMP4,0.000142632
UBXN10,0.000142632
FHL2,0.000142632
BEND4,0.000142632
KPNA4,0.000142632
VGLL3,0.000142632
CADM2,0.000142632
PRKAA2,0.000142632
A1CF,0.000142632
GJC1,0.000142632
ATXN3,0.000142632
CELF2,0.000142632
ZMAT3,0.000142632
PPP1R9A,0.000142632
CHMP3,0.000142632
RNF103-CHMP3,0.000142632
SAR1B,0.000142632
TRAF6,0.000142632
C2orf68,0.000142632
MRPL17,0.000142632
MRTO4,0.000142632
NOVA2,0.000142632
HRK,0.000142632
ZNF106,0.000142632
ATP2B2,0.000141627
ICA1L,0.000141627
CCND2,0.000141627
XKR7,0.000141627
SH3PXD2B,0.000141627
VSTM4,0.000141627
ANKH,0.000141627
RNF165,0.000141627
ANKRD52,0.000141627
TRIM67,0.000141627
FSTL4,0.000141627
IGF1,0.000141627
NEDD4L,0.000141627
DCP2,0.000141627
ARL8B,0.000141627
KCNH5,0.000141627
RPL37,0.000141627
CERS6,0.000141627
COX15,0.000141627
ITPRIP,0.000141627
WDR12,0.000141627
ZNF555,0.000141627
SLC43A2,0.000141627
FBXO41,0.000141627
HS6ST3,0.000141627
PDPK1,0.000141627
C1orf95,0.000141627
TAB1,0.000141627
CHDH,0.000141627
TBC1D30,0.000141627
NT5DC3,0.000140623
C6orf89,0.000140623
RSF1,0.000140623
SYNJ2BP,0.000140623
TMEM185B,0.000140623
CEP78,0.000140623
PLA2G16,0.000140623
NLRP9,0.000140623
LPGAT1,0.000140623
TMEM65,0.000140623
STOX2,0.000140623
ACER3,0.000140623
PDE11A,0.000140623
TRPM3,0.000140623
PTPLAD2,0.000140623
MGAT5,0.000140623
EPT1,0.000140623
MTR,0.000140623
NDNF,0.000140623
KCNA1,0.000140623
GOSR1,0.000140623
MYO5A,0.000140623
KIAA1671,0.000140623
MR1,0.000140623
SERPINA4,0.000140623
TRAM2,0.000139618
KIAA1147,0.000139618
SMC1A,0.000139618
ARHGAP31,0.000139618
IRAK3,0.000139618
BRWD3,0.000139618
SLC45A4,0.000139618
PDE3B,0.000139618
KLF2,0.000139618
HNRNPA0,0.000139618
CPEB3,0.000139618
KIAA0930,0.000139618
PAWR,0.000139618
MEF2C,0.000139618
CBFA2T2,0.000139618
CNTNAP2,0.000139618
NUDT16,0.000139618
AR,0.000139618
ZNF37A,0.000139618
DCTN6,0.000139618
SYAP1,0.000139618
NSUN3,0.000139618
IFNAR1,0.000139618
SRPX2,0.000139618
PGPEP1,0.000139618
TIFAB,0.000139618
KCNJ15,0.000138614
LRRC2,0.000138614
GNAL,0.000138614
NRXN3,0.000138614
ADD2,0.000138614
SFMBT1,0.000138614
HEMK1,0.000138614
GLUL,0.000138614
BCAS4,0.000138614
NUP93,0.000138614
RBFOX2,0.000138614
SYT2,0.000138614
NSD1,0.000138614
FRRS1L,0.000138614
FOXO3,0.000138614
STXBP5L,0.000138614
SC5D,0.000138614
AMOTL1,0.000138614
PHLDA3,0.000138614
VLDLR,0.000138614
TNKS,0.000138614
MBOAT2,0.000138614
SRD5A1,0.000138614
KIRREL,0.000138614
USP31,0.000138614
ST8SIA2,0.000138614
RASSF2,0.000138614
FKBP5,0.000137609
ZBTB7A,0.000137609
GK5,0.000137609
PRKCB,0.000137609
TSPYL1,0.000137609
FXR1,0.000137609
TMEM33,0.000137609
MRPS23,0.000137609
RP11-210M15.2,0.000137609
RUNX1T1,0.000137609
LLPH,0.000137609
MTX3,0.000137609
FAM216B,0.000137609
ZC3H6,0.000137609
NACC2,0.000137609
SGIP1,0.000137609
KLF7,0.000137609
TMEM200C,0.000137609
POLH,0.000137609
XPR1,0.000137609
NOTCH2,0.000137609
METTL24,0.000137609
HECW2,0.000137609
CA12,0.000137609
SLC9A8,0.000137609
KLHDC8A,0.000137609
TMEM120B,0.000137609
TRIM71,0.000136605
ZFP36L2,0.000136605
LINC00346,0.000136605
DSE,0.000136605
CNTNAP5,0.000136605
KCNH1,0.000136605
IKZF2,0.000136605
MGAT4A,0.000136605
ZNF24,0.000136605
LNPEP,0.000136605
PPIL4,0.000136605
ZNF436,0.000136605
HHIP,0.000136605
PCBD2,0.000136605
AFAP1,0.000136605
GPR161,0.000136605
HCN4,0.000136605
FBXL18,0.000136605
CDC14B,0.000136605
SFMBT2,0.000136605
FBXO31,0.000136605
ZNF189,0.000135601
ADAMTS4,0.000135601
ZNF609,0.000135601
MT1A,0.000135601
AP5S1,0.000135601
SLC23A2,0.000135601
CPPED1,0.000135601
PPAP2B,0.000135601
DNAJC15,0.000135601
KCNC1,0.000135601
PPP1R16B,0.000135601
HIP1,0.000135601
SCN8A,0.000135601
DCUN1D1,0.000135601
WHSC1L1,0.000135601
AFF3,0.000135601
RBBP4,0.000135601
HS3ST1,0.000135601
FBXL4,0.000135601
LRPAP1,0.000135601
NTPCR,0.000135601
APTX,0.000135601
ZNF584,0.000135601
G6PC,0.000135601
TRIM66,0.000135601
TENM4,0.000135601
DCAF10,0.000135601
IL12RB2,0.000135601
NFYA,0.000135601
SPN,0.000135601
DUSP3,0.000135601
FAM129A,0.000134596
PRRG3,0.000134596
SETD7,0.000134596
PPP4R1L,0.000134596
UBE2QL1,0.000134596
POGK,0.000134596
C5orf63,0.000134596
GDAP2,0.000134596
NUDCD2,0.000134596
C20orf112,0.000134596
ATXN1L,0.000134596
1-Mar,0.000134596
RNF24,0.000134596
KIAA2018,0.000134596
PGAP1,0.000134596
TMEM170B,0.000134596
CREG2,0.000134596
MYOCD,0.000134596
PRDM16,0.000134596
SLC7A11,0.000134596
CHRM3,0.000134596
ERLIN2,0.000134596
IDS,0.000134596
RYK,0.000134596
SNAP25,0.000134596
CBX6,0.000134596
ASB1,0.000134596
UBE2J1,0.000134596
AK4,0.000134596
IMP4,0.000134596
NFAM1,0.000134596
DRAXIN,0.000134596
ITGA3,0.000133592
FHL5,0.000133592
GTF2H5,0.000133592
TNNI1,0.000133592
PCGF3,0.000133592
PRR14L,0.000133592
OGFRL1,0.000133592
NEBL,0.000133592
MYLK3,0.000133592
MPLKIP,0.000133592
TMEM245,0.000133592
TCF4,0.000133592
SLC26A2,0.000133592
CD226,0.000133592
SCN1A,0.000133592
NDST1,0.000133592
FOXN3,0.000133592
FECH,0.000133592
FEM1A,0.000133592
LMAN2L,0.000133592
ABCF3,0.000133592
KLHL30,0.000133592
GMPS,0.000132587
PDE4D,0.000132587
JHDM1D,0.000132587
C15orf38,0.000132587
AFF1,0.000132587
RRP15,0.000132587
WDR91,0.000132587
UGGT1,0.000132587
DYRK3,0.000132587
HIC2,0.000132587
ACVR1C,0.000132587
USP47,0.000132587
YY1,0.000132587
RGS17,0.000132587
GPR137C,0.000132587
PCYT1B,0.000132587
MSANTD3,0.000132587
ENTPD7,0.000132587
MTDH,0.000132587
TNPO1,0.000132587
WDR70,0.000132587
POFUT2,0.000132587
IPCEF1,0.000132587
WDR3,0.000132587
CTH,0.000132587
GUCY1A3,0.000132587
BAMBI,0.000132587
GDE1,0.000132587
THBS2,0.000132587
SPECC1,0.000132587
CA5B,0.000132587
TUB,0.000132587
TSPAN11,0.000132587
DAP,0.000132587
SHANK2,0.000132587
ICOSLG,0.000132587
VPS18,0.000132587
TBC1D24,0.000132587
GABPB2,0.000131583
PROX1,0.000131583
LMBR1,0.000131583
TRPV2,0.000131583
CDR1,0.000131583
STK4,0.000131583
XPNPEP3,0.000131583
SCIN,0.000131583
ZNF259,0.000131583
BAZ2B,0.000131583
STX3,0.000131583
SMCR8,0.000131583
FBXO32,0.000131583
NLN,0.000131583
DNAH10OS,0.000131583
KLHL36,0.000131583
EMP2,0.000131583
ZDHHC21,0.000131583
ARNTL2,0.000131583
TPD52,0.000131583
C9orf64,0.000131583
SMC2,0.000131583
EPB41L1,0.000131583
GREM1,0.000131583
AKT3,0.000131583
APBB2,0.000131583
ALX4,0.000131583
HSPA4L,0.000131583
ZBTB40,0.000131583
UBE2N,0.000131583
TTR,0.000131583
TTPAL,0.000131583
LONP2,0.000131583
ZNF805,0.000131583
DMGDH,0.000131583
NOX5,0.000131583
MXRA7,0.000131583
ZNF549,0.000131583
WTIP,0.000131583
EXOC8,0.000130578
RGS5,0.000130578
ONECUT1,0.000130578
CCR7,0.000130578
ATP9A,0.000130578
GGA2,0.000130578
UNC13A,0.000130578
CD28,0.000130578
MCTP2,0.000130578
SLCO5A1,0.000130578
PPP1R3B,0.000130578
ZNF132,0.000130578
KCNK10,0.000130578
ELP2,0.000130578
LRP8,0.000130578
PAPPA,0.000130578
ST3GAL1,0.000130578
RPS6KA3,0.000130578
ALG10B,0.000130578
FAM204A,0.000130578
CCDC50,0.000130578
ZFP14,0.000130578
HS3ST3A1,0.000130578
MED29,0.000130578
MACC1,0.000130578
KMT2A,0.000130578
ATP11A,0.000130578
GXYLT2,0.000130578
FSTL1,0.000130578
RBM48,0.000130578
SCN2B,0.000130578
WDR52,0.000130578
BACH2,0.000130578
AGPS,0.000130578
PIAS2,0.000130578
GPC6,0.000130578
ENPP6,0.000130578
RAD18,0.000130578
CD3D,0.000130578
ELK1,0.000130578
KIAA1045,0.000130578
ANGPTL3,0.000130578
PFKFB2,0.000130578
MAPT,0.000130578
KNOP1,0.000130578
LIG3,0.000130578
CHST11,0.000130578
TMEM44,0.000130578
HEG1,0.000130578
ASTN2,0.000130578
CD93,0.000129574
GSK3B,0.000129574
DSTYK,0.000129574
KCNJ10,0.000129574
CHST3,0.000129574
ANKS6,0.000129574
SP1,0.000129574
SAP30L,0.000129574
PDE7A,0.000129574
SPATA5,0.000129574
FADS6,0.000129574
SRGAP3,0.000129574
PAK4,0.000129574
TNFSF8,0.000129574
YAE1D1,0.000129574
SREK1IP1,0.000129574
CPEB4,0.000129574
TSC1,0.000129574
ACER2,0.000129574
ATP2A2,0.000129574
CFL2,0.000129574
DKK3,0.000129574
KIAA2022,0.000129574
MEF2D,0.000129574
CALU,0.000129574
PLAGL2,0.000129574
CASK,0.000129574
RGS6,0.000129574
LRRC58,0.000129574
MPZL1,0.000129574
BICD1,0.000129574
CAPN7,0.000129574
SRSF10,0.000129574
ZBTB41,0.000129574
ZNF148,0.000129574
KCNK12,0.000129574
MAP1B,0.000129574
TNS1,0.000129574
SNX24,0.000129574
XRRA1,0.000129574
NOL10,0.000129574
CMBL,0.000129574
C9orf3,0.000129574
CAMK2N1,0.000129574
SMTNL2,0.000129574
RAB5B,0.000129574
DGKE,0.000129574
MSANTD4,0.000129574
SLC16A3,0.000129574
C18orf32,0.000129574
ZNF277,0.000129574
TNFSF15,0.000129574
ABCG8,0.000129574
MRPL19,0.000129574
TIRAP,0.000129574
HMX1,0.000129574
NXPE3,0.000128569
MCUR1,0.000128569
C11orf87,0.000128569
TMEM59,0.000128569
ITGB8,0.000128569
DUSP2,0.000128569
RABIF,0.000128569
POTEM,0.000128569
HS2ST1,0.000128569
ZNF516,0.000128569
CNOT6L,0.000128569
BSN,0.000128569
PHF8,0.000128569
CNBP,0.000128569
EIF5A2,0.000128569
GLRA3,0.000128569
WT1,0.000128569
FAM105A,0.000128569
CREBRF,0.000128569
INO80,0.000128569
MTF1,0.000128569
TMED7,0.000128569
COQ7,0.000128569
CNNM3,0.000128569
GTPBP10,0.000128569
PAX6,0.000128569
EPG5,0.000128569
LRCH3,0.000128569
VTA1,0.000128569
AVL9,0.000128569
HNF4A,0.000128569
RWDD1,0.000128569
SHMT1,0.000128569
CDH6,0.000128569
TNPO3,0.000128569
GPR107,0.000128569
ACO1,0.000128569
GRWD1,0.000128569
ITGA9,0.000128569
TRIM25,0.000127565
MLXIP,0.000127565
THSD4,0.000127565
KCND3,0.000127565
GBX2,0.000127565
DCPS,0.000127565
CPE,0.000127565
GHR,0.000127565
FIGN,0.000127565
TMEM194A,0.000127565
CHIC1,0.000127565
TTF2,0.000127565
TFAM,0.000127565
ST6GAL2,0.000127565
FAM126B,0.000127565
DCAF7,0.000127565
TMEM56,0.000127565
SLC7A2,0.000127565
ARNT2,0.000127565
ZNF780B,0.000127565
PIP4K2B,0.000127565
SHISA9,0.000127565
STARD5,0.000127565
CCNT1,0.000127565
CCDC149,0.000127565
EXT1,0.000127565
RNF187,0.000127565
SPATS2L,0.000127565
NFATC2,0.000127565
TRDMT1,0.000127565
COL9A2,0.000127565
ZFP91,0.000127565
KIF1C,0.000127565
B4GALT4,0.000127565
ICMT,0.000126561
GXYLT1,0.000126561
RNF169,0.000126561
AMER1,0.000126561
ZKSCAN8,0.000126561
SLFN13,0.000126561
SAMD8,0.000126561
PTPRG,0.000126561
CCDC77,0.000126561
MTHFR,0.000126561
RNF20,0.000126561
E2F2,0.000126561
PLCXD3,0.000126561
CPM,0.000126561
TFRC,0.000126561
KIN,0.000126561
TNFAIP8,0.000126561
ADAM12,0.000126561
IMPAD1,0.000126561
CTD-2368P22.1,0.000126561
MGAT4C,0.000126561
CLEC2D,0.000126561
BCL11B,0.000126561
MKL2,0.000126561
MYSM1,0.000126561
CEP72,0.000126561
DIP2A,0.000126561
SEMA3A,0.000126561
ARSB,0.000126561
NAT10,0.000126561
SLC46A1,0.000126561
FYCO1,0.000126561
NRG2,0.000126561
PCSK9,0.000126561
FAF1,0.000126561
APOLD1,0.000126561
ZNF226,0.000126561
TCF21,0.000126561
ERN1,0.000126561
SZT2,0.000126561
SDK2,0.000126561
CARHSP1,0.000126561
ANXA11,0.000125556
ADAT2,0.000125556
TAF8,0.000125556
FAM211A,0.000125556
SLC27A4,0.000125556
TBCEL,0.000125556
YPEL2,0.000125556
MCC,0.000125556
RRN3,0.000125556
RPL27A,0.000125556
CLN8,0.000125556
ZFAND5,0.000125556
WDR33,0.000125556
SERPING1,0.000125556
ISL2,0.000125556
NAA30,0.000125556
LSM11,0.000125556
PRKAB2,0.000125556
KIF21B,0.000125556
RNF11,0.000125556
GPRC5A,0.000125556
MPP6,0.000125556
TP53INP1,0.000125556
STOML1,0.000125556
CISD2,0.000125556
SLC25A16,0.000125556
SMAD3,0.000125556
EIF3F,0.000125556
ZNF141,0.000125556
LIFR,0.000125556
ZC3H12C,0.000125556
ZBTB14,0.000125556
NUP62CL,0.000125556
KLHDC10,0.000125556
GALNT10,0.000125556
RPRD2,0.000125556
RNF19B,0.000125556
SNX27,0.000125556
NECAB3,0.000125556
KIAA0141,0.000125556
ASCC1,0.000125556
HHIPL1,0.000125556
SARM1,0.000125556
SPRED1,0.000124552
